url_id,url_length,subdomain_count,shannon_entropy,has_ip_in_host,has_https,suspicious_keyword_count,is_phishing
URL-12530,22,1,3.313,0,1,0,0
URL-12531,112,3,4.532,0,0,1,1
URL-12532,53,1,3.826,0,1,0,0
URL-12533,37,3,3.606,0,1,0,0
URL-12534,39,0,3.538,0,1,0,0
URL-12535,66,2,4.114,0,1,1,1
URL-12536,52,2,3.744,0,1,0,0
URL-12537,18,3,3.382,0,1,0,0
URL-12538,83,3,4.552,0,1,2,1
URL-12539,93,3,4.763,0,0,1,1
URL-12540,39,0,3.711,0,1,1,0
URL-12541,47,4,4.004,0,1,1,1
URL-12542,63,6,3.748,0,1,3,1
URL-12543,25,0,3.247,0,1,0,0
URL-12544,14,1,3.49,0,1,0,0
URL-12545,31,1,3.334,0,1,0,0
URL-12546,53,1,3.592,0,1,0,0
URL-12547,36,1,3.648,0,1,0,0
URL-12548,21,2,2.81,0,1,0,0
URL-12549,32,0,3.618,0,1,0,0
URL-12550,20,0,4.524,0,1,0,0
URL-12551,24,0,3.389,0,0,0,0
URL-12552,52,4,4.194,0,1,3,1
URL-12553,68,2,5.389,0,1,0,1
URL-12554,51,0,2.925,0,1,2,0
URL-12555,101,5,3.948,0,0,2,1
URL-12556,39,0,3.206,0,1,0,0
URL-12557,34,1,3.431,0,1,1,0
URL-12558,47,0,2.989,0,1,1,0
URL-12559,47,1,3.655,0,1,0,0
URL-12560,65,4,4.444,0,0,3,1
URL-12561,44,1,3.971,0,1,0,0
URL-12562,35,1,3.024,0,1,1,0
URL-12563,44,2,3.818,0,1,0,0
URL-12564,33,0,3.647,0,1,0,0
URL-12565,38,0,3.2,0,1,1,0
URL-12566,34,1,2.959,0,1,0,0
URL-12567,32,2,3.399,0,1,0,0
URL-12568,111,3,4.202,0,0,3,1
URL-12569,110,1,5.162,1,0,2,1
URL-12570,53,1,3.168,0,1,0,0
URL-12571,85,2,4.218,0,1,1,1
URL-12572,22,0,3.226,0,1,0,0
URL-12573,53,1,3.703,0,1,0,0
URL-12574,34,2,3.927,0,1,0,0
URL-12575,45,1,3.219,0,1,0,0
URL-12576,66,5,4.444,0,0,4,1
URL-12577,39,1,3.805,0,1,0,0
URL-12578,41,0,3.395,0,1,0,0
URL-12579,20,1,3.346,0,1,0,0
URL-12580,45,0,4.0,0,1,0,0
URL-12581,23,1,4.884,1,1,1,1
URL-12582,35,1,3.597,0,1,0,0
URL-12583,54,2,2.936,0,1,0,0
URL-12584,35,1,3.473,0,1,0,0
URL-12585,48,1,3.192,0,1,0,0
URL-12586,12,2,3.323,0,1,0,0
URL-12587,67,2,3.302,0,1,0,0
URL-12588,55,0,3.955,0,1,0,0
URL-12589,34,0,3.268,0,1,0,0
URL-12590,92,8,4.827,0,1,1,1
URL-12591,72,2,4.8,0,0,1,1
URL-12592,20,1,3.375,0,1,0,0
URL-12593,43,0,3.283,0,1,0,0
URL-12594,42,0,3.885,0,1,0,0
URL-12595,104,2,3.819,1,1,3,1
URL-12596,51,2,3.531,0,0,0,0
URL-12597,47,4,3.605,0,1,0,0
URL-12598,49,1,3.969,0,1,1,0
URL-12599,38,0,3.138,0,1,0,0
URL-12600,21,2,3.901,0,1,0,0
URL-12601,49,1,2.977,0,1,0,0
URL-12602,34,2,3.215,0,1,0,0
URL-12603,21,1,3.186,0,0,0,0
URL-12604,54,0,3.451,0,1,0,0
URL-12605,63,1,3.237,0,1,0,0
URL-12606,37,1,3.945,0,1,1,0
URL-12607,63,1,3.682,0,1,0,0
URL-12608,39,2,3.495,0,1,1,0
URL-12609,33,5,3.193,0,1,0,0
URL-12610,70,3,3.587,0,1,1,1
URL-12611,57,3,3.534,0,1,0,0
URL-12612,28,1,3.412,0,1,0,0
URL-12613,46,1,3.452,0,1,0,0
URL-12614,31,1,3.422,0,1,0,0
URL-12615,32,1,3.796,0,1,0,0
URL-12616,50,3,3.896,0,1,0,0
URL-12617,33,0,3.176,0,1,0,0
URL-12618,70,4,3.361,0,0,0,1
URL-12619,51,0,3.289,0,1,0,0
URL-12620,116,6,4.831,0,1,2,1
URL-12621,75,2,3.847,0,0,1,1
URL-12622,30,0,3.019,0,1,0,0
URL-12623,25,3,5.116,0,1,3,1
URL-12624,38,0,3.38,0,1,1,0
URL-12625,43,1,4.443,0,0,0,1
URL-12626,26,2,3.171,0,1,0,0
URL-12627,46,2,3.365,0,1,0,0
URL-12628,39,2,3.247,0,1,0,0
URL-12629,17,1,3.765,0,1,0,0
URL-12630,26,0,3.462,0,1,1,0
URL-12631,31,2,3.245,0,1,0,0
URL-12632,37,1,3.088,0,1,0,0
URL-12633,60,0,3.361,0,1,0,0
URL-12634,40,0,3.408,0,0,0,0
URL-12635,27,0,3.797,0,1,0,0
URL-12636,72,5,4.571,0,1,2,1
URL-12637,79,2,4.323,0,1,4,1
URL-12638,82,0,4.23,0,1,2,1
URL-12639,44,0,3.749,0,1,0,0
URL-12640,52,2,3.314,0,1,0,0
URL-12641,37,1,3.765,0,1,0,0
URL-12642,75,2,3.852,1,0,1,1
URL-12643,48,4,3.642,0,1,0,0
URL-12644,29,1,4.349,0,1,0,0
URL-12645,64,1,3.581,0,1,0,0
URL-12646,95,3,4.362,1,0,2,1
URL-12647,27,1,3.04,0,0,0,0
URL-12648,57,2,3.529,0,1,0,0
URL-12649,62,1,3.849,0,1,0,0
URL-12650,37,1,3.252,0,1,0,0
URL-12651,31,1,3.689,0,0,0,0
URL-12652,35,0,3.408,0,1,0,0
URL-12653,46,1,3.361,0,1,0,0
URL-12654,96,6,4.836,0,0,1,1
URL-12655,44,1,2.837,0,1,0,0
URL-12656,104,2,4.905,0,0,1,1
URL-12657,90,4,3.833,1,0,0,1
URL-12658,34,0,3.435,0,1,0,0
URL-12659,50,0,3.502,0,1,0,0
URL-12660,34,0,3.454,0,1,0,0
URL-12661,96,2,4.68,0,1,1,1
URL-12662,36,1,3.635,0,1,0,0
URL-12663,37,3,3.053,0,1,0,0
URL-12664,33,1,3.197,0,1,0,0
URL-12665,54,0,3.533,0,1,0,0
URL-12666,29,0,3.94,0,1,0,0
URL-12667,29,1,3.731,0,1,0,0
URL-12668,63,0,3.847,0,1,0,0
URL-12669,49,2,3.105,0,1,0,0
URL-12670,12,1,3.721,0,1,0,0
URL-12671,31,0,3.242,0,1,0,0
URL-12672,16,0,3.458,0,1,0,0
URL-12673,26,0,3.798,0,1,0,0
URL-12674,134,5,4.689,0,1,1,1
URL-12675,36,1,2.996,0,1,0,0
URL-12676,24,0,3.371,0,1,0,0
URL-12677,38,0,3.542,0,1,0,0
URL-12678,18,3,3.739,0,0,0,0
URL-12679,38,2,3.189,0,1,0,0
URL-12680,33,1,3.306,0,1,0,0
URL-12681,109,5,4.289,0,0,1,1
URL-12682,54,0,3.691,0,1,0,0
URL-12683,47,3,3.571,0,1,0,0
URL-12684,34,1,3.449,0,1,0,0
URL-12685,61,2,3.241,0,1,0,0
URL-12686,19,1,3.81,0,0,0,0
URL-12687,21,3,3.925,0,1,0,0
URL-12688,36,0,3.295,0,1,0,0
URL-12689,65,0,3.334,0,1,0,0
URL-12690,35,2,3.739,0,1,0,0
URL-12691,35,1,3.559,0,1,0,0
URL-12692,20,0,3.704,0,1,0,0
URL-12693,49,0,3.595,0,1,0,0
URL-12694,98,4,4.65,0,0,1,1
URL-12695,47,0,3.357,0,1,0,0
URL-12696,30,0,2.801,0,1,0,0
URL-12697,29,2,3.568,0,1,0,0
URL-12698,106,5,3.798,1,1,2,1
URL-12699,73,4,4.707,1,0,0,1
URL-12700,25,1,3.239,0,1,1,0
URL-12701,86,5,3.933,0,0,3,1
URL-12702,32,0,4.36,0,1,0,0
URL-12703,32,1,3.623,0,1,0,0
URL-12704,47,1,3.933,0,0,1,1
URL-12705,49,3,4.236,0,1,3,1
URL-12706,38,0,3.424,0,1,0,0
URL-12707,34,2,3.067,0,1,0,0
URL-12708,40,1,3.455,0,1,1,0
URL-12709,26,0,3.327,0,1,0,0
URL-12710,70,1,5.306,0,1,0,1
URL-12711,39,0,3.4,0,1,0,0
URL-12712,19,0,3.255,0,1,0,0
URL-12713,49,1,3.381,0,1,0,0
URL-12714,27,0,3.796,0,1,0,0
URL-12715,39,2,3.522,0,1,0,0
URL-12716,51,2,3.425,0,1,0,0
URL-12717,118,2,4.618,0,0,1,1
URL-12718,77,2,4.15,0,0,3,1
URL-12719,33,1,3.113,0,1,0,0
URL-12720,48,4,4.799,0,0,1,1
URL-12721,72,5,3.779,0,1,0,1
URL-12722,93,2,4.422,0,1,1,1
URL-12723,28,2,2.97,0,1,0,0
URL-12724,13,1,3.788,0,1,0,0
URL-12725,39,0,3.544,0,1,0,0
URL-12726,37,1,3.6,0,1,1,0
URL-12727,51,1,3.785,0,1,0,0
URL-12728,42,0,3.788,0,1,0,0
URL-12729,54,0,3.253,0,1,1,0
URL-12730,29,3,3.504,0,1,0,0
URL-12731,51,1,3.47,0,1,0,0
URL-12732,31,0,3.437,0,1,0,0
URL-12733,51,2,4.476,0,1,4,1
URL-12734,101,2,4.457,0,0,1,1
URL-12735,136,6,4.436,0,1,0,1
URL-12736,77,4,4.041,0,1,3,1
URL-12737,34,3,3.975,0,1,0,0
URL-12738,80,1,4.915,0,0,1,1
URL-12739,31,1,3.394,0,0,0,0
URL-12740,25,0,3.352,0,1,0,0
URL-12741,48,1,3.635,0,1,1,0
URL-12742,36,2,3.018,0,1,0,0
URL-12743,32,1,3.803,0,1,0,0
URL-12744,38,0,2.93,0,1,0,0
URL-12745,69,6,4.177,1,0,1,1
URL-12746,51,1,3.674,0,1,0,0
URL-12747,51,0,4.183,0,1,0,0
URL-12748,58,5,4.91,0,1,2,1
URL-12749,39,1,3.73,0,1,0,0
URL-12750,12,0,3.744,0,1,0,0
URL-12751,29,2,3.19,0,1,1,0
URL-12752,32,2,3.126,0,1,0,0
URL-12753,15,3,3.173,0,1,0,0
URL-12754,88,5,5.282,0,0,1,1
URL-12755,14,0,3.497,0,1,0,0
URL-12756,37,1,3.512,0,1,0,0
URL-12757,79,2,4.549,0,1,2,1
URL-12758,51,0,3.24,0,1,0,0
URL-12759,42,0,3.794,0,1,0,0
URL-12760,26,0,3.651,0,1,0,0
URL-12761,14,1,4.053,0,1,0,0
URL-12762,16,0,3.651,0,1,0,0
URL-12763,22,2,3.476,0,1,0,0
URL-12764,27,0,4.252,0,1,1,0
URL-12765,90,2,3.93,0,0,0,1
URL-12766,25,0,3.601,0,1,0,0
URL-12767,42,0,3.652,0,1,0,0
URL-12768,35,0,3.826,0,1,0,0
URL-12769,38,6,3.53,0,1,0,0
URL-12770,51,0,4.468,0,0,0,0
URL-12771,23,1,3.299,0,1,0,0
URL-12772,71,3,4.531,0,1,4,1
URL-12773,37,2,2.988,0,1,0,0
URL-12774,33,2,3.155,0,1,0,0
URL-12775,48,2,2.955,0,1,0,0
URL-12776,48,1,3.176,0,1,0,0
URL-12777,26,1,2.927,0,1,0,0
URL-12778,35,1,3.538,0,1,0,0
URL-12779,41,3,3.187,0,1,0,0
URL-12780,34,1,4.03,0,1,0,0
URL-12781,99,7,4.205,0,1,1,1
URL-12782,87,3,3.672,0,1,3,1
URL-12783,89,5,4.336,0,1,2,1
URL-12784,38,7,4.403,0,0,1,1
URL-12785,36,1,3.917,0,1,0,0
URL-12786,89,7,3.82,0,0,3,1
URL-12787,45,0,3.261,0,0,0,0
URL-12788,60,3,4.006,1,0,1,1
URL-12789,61,1,4.304,0,0,3,1
URL-12790,30,2,3.023,0,1,0,0
URL-12791,91,7,4.862,0,1,2,1
URL-12792,20,0,3.952,0,1,0,0
URL-12793,32,1,3.715,0,1,1,0
URL-12794,51,1,3.616,0,1,0,0
URL-12795,37,1,3.689,0,1,0,0
URL-12796,45,2,4.131,0,1,0,0
URL-12797,57,0,3.778,0,1,0,0
URL-12798,96,5,4.562,0,1,3,1
URL-12799,31,0,3.47,0,1,0,0
URL-12800,134,7,4.527,0,1,1,1
URL-12801,56,3,4.642,0,1,1,1
URL-12802,90,4,5.163,0,0,5,1
URL-12803,64,6,4.588,0,0,2,1
URL-12804,49,0,3.515,0,1,0,0
URL-12805,77,0,4.664,0,1,2,1
URL-12806,81,1,4.31,0,1,3,1
URL-12807,25,0,3.353,0,1,0,0
URL-12808,43,1,3.448,0,0,0,0
URL-12809,28,0,3.607,0,1,0,0
URL-12810,36,0,3.717,0,1,0,0
URL-12811,48,1,4.458,0,1,0,0
URL-12812,47,0,3.035,0,1,0,0
URL-12813,37,1,3.706,0,1,0,0
URL-12814,16,2,4.017,0,1,0,0
URL-12815,102,1,4.286,0,0,3,1
URL-12816,58,1,3.74,0,1,0,0
URL-12817,46,2,3.372,0,1,0,0
URL-12818,28,1,3.319,0,1,0,0
URL-12819,36,1,3.243,0,1,0,0
URL-12820,85,7,4.073,0,0,2,1
URL-12821,53,2,3.455,0,1,0,0
URL-12822,41,2,3.764,0,1,0,0
URL-12823,28,0,2.995,0,1,0,0
URL-12824,32,1,3.798,0,1,0,0
URL-12825,123,4,3.878,0,0,3,1
URL-12826,57,0,3.608,0,1,0,0
URL-12827,56,2,4.301,0,1,0,0
URL-12828,47,1,3.932,0,1,0,0
URL-12829,34,2,3.325,0,1,0,0
URL-12830,12,0,3.084,0,1,0,0
URL-12831,41,0,3.259,0,1,0,0
URL-12832,37,0,3.297,0,1,0,0
URL-12833,39,0,2.86,0,1,0,0
URL-12834,38,1,3.673,0,1,1,0
URL-12835,29,6,4.369,0,1,1,1
URL-12836,68,2,4.867,1,1,2,1
URL-12837,45,1,3.828,0,0,0,0
URL-12838,55,1,4.053,0,1,0,1
URL-12839,49,2,3.412,0,1,0,0
URL-12840,45,0,3.249,0,1,0,0
URL-12841,76,3,4.055,1,0,2,1
URL-12842,91,1,3.682,0,1,1,1
URL-12843,63,2,4.776,1,1,1,1
URL-12844,39,2,3.258,0,1,0,0
URL-12845,49,2,3.039,0,1,0,0
URL-12846,103,3,3.965,1,0,3,1
URL-12847,62,1,3.478,0,1,0,0
URL-12848,64,0,3.934,0,1,0,0
URL-12849,38,1,3.267,0,1,1,0
URL-12850,12,1,3.888,0,1,0,0
URL-12851,52,1,3.993,0,0,0,0
URL-12852,31,1,3.415,0,0,0,0
URL-12853,97,6,4.163,0,1,0,1
URL-12854,33,2,3.094,0,1,0,0
URL-12855,32,1,3.102,0,1,0,0
URL-12856,45,1,3.611,0,1,1,0
URL-12857,19,1,3.311,0,1,0,0
URL-12858,25,1,3.584,0,1,0,0
URL-12859,42,0,3.557,0,1,0,0
URL-12860,80,6,4.4,0,0,5,1
URL-12861,45,1,3.685,0,1,0,0
URL-12862,73,2,4.556,0,0,3,1
URL-12863,26,0,3.579,0,1,0,0
URL-12864,31,2,3.608,0,1,0,0
URL-12865,40,1,3.499,0,1,0,0
URL-12866,55,1,3.867,0,1,0,0
URL-12867,65,1,4.495,0,1,4,1
URL-12868,35,0,3.762,0,1,0,0
URL-12869,22,1,3.674,0,1,0,0
URL-12870,122,3,3.829,0,1,1,1
URL-12871,78,4,4.328,0,1,0,1
URL-12872,72,1,4.021,0,1,1,1
URL-12873,43,0,3.284,0,1,0,0
URL-12874,151,1,4.435,0,0,2,1
URL-12875,32,0,4.126,0,1,0,0
URL-12876,32,2,3.47,0,0,0,0
URL-12877,64,2,4.068,0,1,0,0
URL-12878,35,3,3.16,0,1,0,0
URL-12879,46,0,3.549,0,1,1,0
URL-12880,38,2,3.752,0,1,0,0
URL-12881,90,5,4.248,0,1,2,1
URL-12882,13,1,3.121,0,0,0,0
URL-12883,31,0,3.074,0,1,0,0
URL-12884,50,0,3.717,0,1,0,0
URL-12885,129,3,4.027,0,1,2,1
URL-12886,48,2,3.722,0,1,1,0
URL-12887,26,1,4.003,0,1,0,0
URL-12888,82,3,4.407,0,0,1,1
URL-12889,98,4,4.459,0,0,2,1
URL-12890,40,1,2.791,0,1,0,0
URL-12891,37,5,3.78,0,1,1,0
URL-12892,96,1,4.417,0,1,1,1
URL-12893,54,3,3.064,0,0,0,0
URL-12894,29,0,3.935,0,1,0,0
URL-12895,77,3,3.588,1,1,5,1
URL-12896,38,1,3.774,0,1,0,0
URL-12897,33,1,3.288,0,0,0,0
URL-12898,78,0,3.415,0,1,0,0
URL-12899,46,1,3.693,0,1,0,0
URL-12900,33,0,3.683,0,1,0,0
URL-12901,64,1,4.091,1,1,1,1
URL-12902,15,1,3.661,0,1,0,0
URL-12903,25,1,3.374,0,1,0,0
URL-12904,39,1,3.461,0,1,0,0
URL-12905,55,1,3.429,0,1,0,0
URL-12906,67,2,3.676,0,1,3,1
URL-12907,40,0,3.0,0,1,0,0
URL-12908,34,1,3.727,0,1,0,0
URL-12909,41,1,3.626,0,1,2,0
URL-12910,31,1,2.706,0,1,0,0
URL-12911,58,1,3.805,0,1,0,0
URL-12912,35,1,3.849,0,1,0,0
URL-12913,88,1,4.802,1,0,0,1
URL-12914,12,0,3.67,0,1,0,0
URL-12915,35,0,3.594,0,1,0,0
URL-12916,48,1,4.281,0,1,0,0
URL-12917,64,3,4.59,0,1,2,1
URL-12918,28,2,3.537,0,1,0,0
URL-12919,47,1,3.883,0,1,0,0
URL-12920,20,1,4.063,0,1,0,0
URL-12921,50,1,4.225,0,1,0,0
URL-12922,48,5,4.517,0,1,3,1
URL-12923,33,2,3.65,0,1,0,0
URL-12924,24,0,3.283,0,1,0,0
URL-12925,97,3,4.692,0,1,4,1
URL-12926,41,5,4.071,0,0,2,1
URL-12927,46,3,4.055,0,1,1,1
URL-12928,58,4,4.78,1,1,2,1
URL-12929,51,2,3.675,0,1,0,0
URL-12930,34,1,2.868,0,1,0,0
URL-12931,54,1,3.864,0,1,0,0
URL-12932,47,0,3.956,0,1,0,0
URL-12933,12,1,3.293,0,1,0,0
URL-12934,25,2,2.867,0,1,0,0
URL-12935,49,0,4.019,0,1,0,0
URL-12936,47,5,4.935,0,0,4,1
URL-12937,25,1,3.777,0,1,0,0
URL-12938,62,6,4.797,1,1,2,1
URL-12939,15,1,3.402,0,1,0,0
URL-12940,36,0,3.967,0,1,0,0
URL-12941,64,2,3.388,0,1,0,0
URL-12942,47,0,3.555,0,1,0,0
URL-12943,64,3,3.498,0,1,0,0
URL-12944,111,2,3.928,0,0,2,1
URL-12945,50,0,3.462,0,1,0,0
URL-12946,61,1,3.503,0,1,0,0
URL-12947,42,1,4.127,0,1,0,0
URL-12948,35,0,3.684,0,1,1,0
URL-12949,84,3,4.45,0,1,2,1
URL-12950,72,6,3.939,0,1,1,1
URL-12951,32,1,3.108,0,1,0,0
URL-12952,29,4,3.856,0,1,1,0
URL-12953,39,4,3.606,0,1,0,0
URL-12954,71,3,4.393,1,1,5,1
URL-12955,47,2,3.466,0,1,0,0
URL-12956,20,3,3.687,0,1,0,0
URL-12957,56,2,4.497,0,0,3,1
URL-12958,30,3,3.88,0,1,0,0
URL-12959,53,5,4.492,0,1,1,1
URL-12960,27,1,3.106,0,0,0,0
URL-12961,70,2,3.233,0,0,0,0
URL-12962,40,2,3.357,0,1,0,0
URL-12963,82,0,4.185,0,0,3,1
URL-12964,61,3,4.139,0,0,2,1
URL-12965,47,1,3.084,0,1,0,0
URL-12966,35,1,3.026,0,1,0,0
URL-12967,48,1,3.053,0,1,0,0
URL-12968,73,3,4.263,0,0,3,1
URL-12969,32,3,3.216,0,1,0,0
URL-12970,13,2,3.366,0,1,0,0
URL-12971,22,1,3.965,0,1,0,0
URL-12972,105,6,4.0,0,1,2,1
URL-12973,57,1,3.605,0,1,1,0
URL-12974,38,0,3.085,0,1,0,0
URL-12975,57,0,3.033,0,0,0,0
URL-12976,65,4,4.212,0,1,1,1
URL-12977,35,1,3.736,0,1,0,0
URL-12978,38,3,3.776,0,0,0,0
URL-12979,34,3,4.49,1,0,0,1
URL-12980,35,1,3.438,0,1,0,0
URL-12981,51,0,3.596,0,1,0,0
URL-12982,39,1,3.365,0,1,1,0
URL-12983,107,1,4.535,0,0,1,1
URL-12984,50,2,3.181,0,1,0,0
URL-12985,65,3,4.342,0,1,3,1
URL-12986,26,2,3.127,0,1,1,0
URL-12987,21,0,3.538,0,1,0,0
URL-12988,39,0,2.938,0,1,0,0
URL-12989,97,3,4.476,0,0,2,1
URL-12990,39,0,4.191,0,0,0,0
URL-12991,88,0,3.5,0,0,2,1
URL-12992,69,1,3.415,0,1,0,0
URL-12993,22,2,3.803,0,1,0,0
URL-12994,14,2,3.516,0,1,0,0
URL-12995,119,2,3.987,0,1,3,1
URL-12996,33,2,3.638,0,1,0,0
URL-12997,41,0,3.806,0,1,0,0
URL-12998,45,0,2.808,0,1,1,0
URL-12999,78,5,4.622,0,0,2,1
