pixel_id,band_02_blue,band_03_green,band_04_red,band_08_nir,land_cover_class
PX-1927,0.0607,0.1987,0.0578,0.6603,Forest
PX-1928,0.0786,0.1983,0.0527,0.6368,Forest
PX-1929,0.0873,0.1954,0.1438,0.6509,Crops
PX-1930,0.1219,0.1845,0.0569,0.6528,Forest
PX-1931,0.0498,0.2274,0.0488,0.6732,Forest
PX-1932,0.1032,0.2393,0.0708,0.6749,Forest
PX-1933,0.0995,0.1992,0.0547,0.6318,Forest
PX-1934,0.2344,0.085,0.0524,0.1041,Water
PX-1935,0.0841,0.0389,0.2863,0.1231,Urban
PX-1936,0.0708,0.2015,0.1181,0.6974,Crops
PX-1937,0.0837,0.0809,0.2802,0.1303,Urban
PX-1938,0.1102,0.2173,0.0383,0.6435,Forest
PX-1939,0.0921,0.1797,0.105,0.666,Crops
PX-1940,0.0902,0.1209,0.1,0.7183,Crops
PX-1941,0.0714,0.1672,0.0922,0.6867,Crops
PX-1942,0.2203,0.0475,0.0324,0.1419,Water
PX-1943,0.2458,0.0404,0.0465,0.149,Water
PX-1944,0.2741,0.0624,0.0521,0.1776,Water
PX-1945,0.0495,0.1916,0.0446,0.713,Forest
PX-1946,0.0589,0.1835,0.01,0.6927,Forest
PX-1947,0.0825,0.1588,0.1515,0.6927,Crops
PX-1948,0.0603,0.1657,0.1417,0.6067,Crops
PX-1949,0.0641,0.2224,0.0589,0.6099,Forest
PX-1950,0.0715,0.1668,0.1581,0.6563,Crops
PX-1951,0.0527,0.1697,0.1005,0.6527,Crops
PX-1952,0.0605,0.1909,0.0878,0.6482,Forest
PX-1953,0.2641,0.0668,0.0307,0.153,Water
PX-1954,0.0539,0.0691,0.2848,0.0455,Urban
PX-1955,0.048,0.01,0.2545,0.0986,Urban
PX-1956,0.0674,0.2204,0.0503,0.6506,Forest
PX-1957,0.0946,0.2287,0.0577,0.6045,Forest
PX-1958,0.0761,0.179,0.0469,0.7298,Forest
PX-1959,0.2407,0.0406,0.0643,0.0656,Water
PX-1960,0.0809,0.171,0.122,0.6265,Crops
PX-1961,0.0451,0.1849,0.0396,0.7063,Forest
PX-1962,0.0899,0.0645,0.2687,0.1458,Urban
PX-1963,0.0877,0.1411,0.1362,0.6057,Crops
PX-1964,0.0718,0.1776,0.0369,0.6973,Forest
PX-1965,0.1001,0.2308,0.0683,0.6816,Forest
PX-1966,0.0575,0.1614,0.1445,0.7433,Crops
PX-1967,0.1026,0.2049,0.0866,0.6662,Crops
PX-1968,0.0831,0.1871,0.1427,0.6444,Crops
PX-1969,0.0733,0.1438,0.1612,0.6157,Crops
PX-1970,0.0796,0.1927,0.125,0.6202,Crops
PX-1971,0.0779,0.0576,0.292,0.087,Urban
PX-1972,0.1044,0.1709,0.1407,0.7048,Crops
PX-1973,0.0585,0.2049,0.0445,0.6707,Forest
PX-1974,0.0647,0.1895,0.1236,0.6726,Crops
PX-1975,0.1007,0.0742,0.2537,0.1806,Urban
PX-1976,0.0681,0.2036,0.1228,0.5557,Crops
PX-1977,0.098,0.2082,0.06,0.7212,Forest
PX-1978,0.114,0.0325,0.2903,0.1222,Urban
PX-1979,0.072,0.0505,0.3013,0.1374,Urban
PX-1980,0.0936,0.2389,0.1045,0.6169,Crops
PX-1981,0.0569,0.0745,0.2693,0.0898,Urban
PX-1982,0.0951,0.2474,0.0879,0.6896,Forest
PX-1983,0.084,0.2279,0.047,0.7654,Forest
PX-1984,0.0895,0.1848,0.124,0.6901,Crops
PX-1985,0.0671,0.186,0.1187,0.7006,Crops
PX-1986,0.2168,0.0593,0.0336,0.1123,Water
PX-1987,0.0901,0.1652,0.0825,0.646,Forest
PX-1988,0.0387,0.2004,0.0394,0.6388,Forest
PX-1989,0.2437,0.0842,0.0275,0.1005,Water
PX-1990,0.2688,0.048,0.041,0.0379,Water
PX-1991,0.0838,0.1882,0.08,0.621,Crops
PX-1992,0.119,0.217,0.037,0.6476,Forest
PX-1993,0.1005,0.1618,0.1006,0.643,Crops
PX-1994,0.2369,0.051,0.0623,0.1253,Water
PX-1995,0.2505,0.0396,0.0365,0.1345,Water
PX-1996,0.0791,0.0436,0.2978,0.1194,Urban
PX-1997,0.0484,0.1542,0.148,0.6267,Crops
PX-1998,0.0612,0.162,0.1356,0.5715,Crops
PX-1999,0.0688,0.2084,0.1157,0.627,Crops
PX-2000,0.0393,0.1617,0.1228,0.6111,Crops
PX-2001,0.0809,0.1825,0.0895,0.6686,Crops
PX-2002,0.075,0.0499,0.2773,0.1564,Urban
PX-2003,0.0465,0.2036,0.1028,0.6875,Crops
PX-2004,0.0881,0.2062,0.1339,0.6803,Crops
PX-2005,0.2643,0.0773,0.1015,0.1147,Water
PX-2006,0.0845,0.2061,0.06,0.6491,Forest
PX-2007,0.2435,0.0554,0.0102,0.0901,Water
PX-2008,0.0918,0.1562,0.1128,0.5897,Crops
PX-2009,0.0936,0.2389,0.0524,0.7097,Forest
PX-2010,0.0861,0.1648,0.1217,0.643,Crops
PX-2011,0.0635,0.1933,0.1054,0.6001,Crops
PX-2012,0.0855,0.0812,0.2849,0.0869,Urban
PX-2013,0.1039,0.1689,0.0951,0.6153,Crops
PX-2014,0.0681,0.2208,0.0311,0.6717,Forest
PX-2015,0.122,0.2153,0.0629,0.7127,Forest
PX-2016,0.0695,0.2146,0.0997,0.6361,Crops
PX-2017,0.0806,0.0506,0.2908,0.0299,Urban
PX-2018,0.0666,0.1543,0.0926,0.6424,Crops
PX-2019,0.2545,0.0499,0.0853,0.1138,Water
PX-2020,0.0452,0.0642,0.2645,0.111,Urban
PX-2021,0.0691,0.2012,0.0455,0.6449,Forest
PX-2022,0.0582,0.0521,0.2866,0.1287,Urban
PX-2023,0.0827,0.1418,0.1087,0.6526,Crops
PX-2024,0.0999,0.2094,0.0529,0.669,Forest
PX-2025,0.0929,0.2194,0.1315,0.6665,Crops
PX-2026,0.2026,0.0693,0.0692,0.1028,Water
PX-2027,0.1208,0.0722,0.2958,0.1005,Urban
PX-2028,0.0859,0.1914,0.1166,0.7052,Crops
PX-2029,0.2345,0.0679,0.0471,0.1424,Water
PX-2030,0.0831,0.1986,0.167,0.6831,Crops
PX-2031,0.0835,0.2079,0.069,0.719,Forest
PX-2032,0.0667,0.1937,0.0316,0.691,Forest
PX-2033,0.084,0.0441,0.282,0.1571,Urban
PX-2034,0.0679,0.195,0.0433,0.6068,Forest
PX-2035,0.0719,0.1863,0.1173,0.6582,Crops
PX-2036,0.0663,0.1737,0.0954,0.6427,Crops
PX-2037,0.0513,0.1863,0.1118,0.7171,Crops
PX-2038,0.0829,0.1888,0.1562,0.6871,Crops
PX-2039,0.0917,0.1967,0.1316,0.6248,Crops
PX-2040,0.0903,0.0857,0.2302,0.1349,Urban
PX-2041,0.0964,0.2016,0.0743,0.6767,Forest
PX-2042,0.0865,0.1738,0.0718,0.6882,Forest
PX-2043,0.0693,0.1731,0.1128,0.6092,Crops
PX-2044,0.0968,0.0609,0.2943,0.1344,Urban
PX-2045,0.2228,0.0233,0.0328,0.1109,Water
PX-2046,0.062,0.2078,0.1106,0.6613,Crops
PX-2047,0.2307,0.0628,0.08,0.091,Water
PX-2048,0.1016,0.2076,0.0446,0.6466,Forest
PX-2049,0.0989,0.2073,0.0826,0.697,Crops
PX-2050,0.0897,0.1874,0.0487,0.6279,Forest
PX-2051,0.1014,0.2115,0.0484,0.6309,Forest
PX-2052,0.0624,0.1778,0.144,0.6479,Crops
PX-2053,0.087,0.0563,0.2803,0.0891,Urban
PX-2054,0.0775,0.0446,0.2716,0.0846,Urban
PX-2055,0.2669,0.0933,0.0709,0.1242,Water
PX-2056,0.0777,0.1925,0.0524,0.6098,Forest
PX-2057,0.0723,0.214,0.035,0.6297,Forest
PX-2058,0.2608,0.0225,0.0731,0.2022,Water
PX-2059,0.0975,0.2236,0.0539,0.6884,Forest
PX-2060,0.0666,0.201,0.1201,0.6201,Crops
PX-2061,0.0788,0.2019,0.0536,0.6867,Forest
PX-2062,0.0588,0.0555,0.2586,0.1427,Urban
PX-2063,0.03,0.208,0.0394,0.7098,Forest
PX-2064,0.084,0.2258,0.1201,0.6449,Crops
PX-2065,0.2622,0.0247,0.0461,0.1591,Water
PX-2066,0.0852,0.1956,0.1454,0.5685,Crops
PX-2067,0.041,0.1618,0.1243,0.6077,Crops
PX-2068,0.073,0.1796,0.1371,0.6566,Crops
PX-2069,0.0356,0.175,0.1202,0.6632,Crops
PX-2070,0.2774,0.0514,0.0711,0.0835,Water
PX-2071,0.0583,0.1998,0.058,0.6804,Forest
PX-2072,0.1051,0.1573,0.1203,0.625,Crops
PX-2073,0.0989,0.0806,0.2797,0.1089,Urban
PX-2074,0.062,0.0241,0.2609,0.161,Urban
PX-2075,0.0573,0.0708,0.2901,0.1564,Urban
PX-2076,0.087,0.1735,0.1192,0.6101,Crops
PX-2077,0.0631,0.1766,0.04,0.6277,Forest
PX-2078,0.082,0.064,0.3021,0.1036,Urban
PX-2079,0.2403,0.0289,0.025,0.1189,Water
PX-2080,0.0444,0.1808,0.1116,0.6237,Crops
PX-2081,0.0354,0.1515,0.1406,0.6916,Crops
PX-2082,0.0845,0.2092,0.0563,0.6839,Forest
PX-2083,0.0688,0.0415,0.279,0.1362,Urban
PX-2084,0.0689,0.191,0.055,0.6193,Forest
PX-2085,0.0939,0.2059,0.0536,0.7167,Forest
PX-2086,0.1035,0.1645,0.0897,0.5372,Crops
PX-2087,0.2445,0.0588,0.043,0.1534,Water
PX-2088,0.0732,0.0297,0.3123,0.1574,Urban
PX-2089,0.09,0.1926,0.1068,0.6327,Crops
PX-2090,0.2229,0.0953,0.0436,0.1709,Water
PX-2091,0.0845,0.1158,0.2692,0.1175,Urban
PX-2092,0.091,0.1818,0.1183,0.6525,Crops
PX-2093,0.0936,0.2158,0.0383,0.6836,Forest
PX-2094,0.0413,0.1444,0.1297,0.7775,Crops
PX-2095,0.2348,0.0901,0.0539,0.1738,Water
PX-2096,0.0624,0.2155,0.0655,0.698,Forest
PX-2097,0.082,0.1903,0.029,0.6335,Forest
PX-2098,0.2596,0.0847,0.0432,0.1257,Water
PX-2099,0.1099,0.1749,0.1155,0.6175,Crops
PX-2100,0.0701,0.0508,0.2891,0.1529,Urban
PX-2101,0.07,0.2095,0.0341,0.6756,Forest
PX-2102,0.103,0.1587,0.1383,0.605,Crops
PX-2103,0.2559,0.0804,0.0737,0.1232,Water
PX-2104,0.2754,0.0389,0.0302,0.086,Water
PX-2105,0.0858,0.159,0.1102,0.656,Crops
PX-2106,0.0569,0.0418,0.2694,0.0856,Urban
PX-2107,0.0533,0.0752,0.3326,0.1211,Urban
PX-2108,0.049,0.1677,0.1114,0.68,Crops
PX-2109,0.0932,0.033,0.3136,0.1179,Urban
PX-2110,0.1038,0.1679,0.0947,0.6344,Crops
PX-2111,0.117,0.1794,0.1002,0.6581,Crops
PX-2112,0.0969,0.1564,0.1063,0.6779,Crops
PX-2113,0.1033,0.037,0.2631,0.0757,Urban
PX-2114,0.2384,0.1022,0.0446,0.1304,Water
PX-2115,0.0569,0.1628,0.1058,0.7027,Crops
PX-2116,0.097,0.1935,0.0336,0.6929,Forest
PX-2117,0.0884,0.1927,0.0732,0.6723,Forest
PX-2118,0.0821,0.1716,0.1445,0.6756,Crops
PX-2119,0.0877,0.0724,0.299,0.1381,Urban
PX-2120,0.0865,0.079,0.2905,0.1501,Urban
PX-2121,0.1057,0.1939,0.0519,0.589,Forest
PX-2122,0.1059,0.0353,0.2701,0.0579,Urban
PX-2123,0.0909,0.2255,0.0309,0.7102,Forest
PX-2124,0.0969,0.0581,0.2873,0.0598,Urban
PX-2125,0.2603,0.0946,0.0265,0.1361,Water
PX-2126,0.0708,0.1551,0.0301,0.6559,Forest
PX-2127,0.0951,0.1839,0.1431,0.6102,Crops
PX-2128,0.0521,0.0984,0.318,0.134,Urban
PX-2129,0.1011,0.1929,0.0579,0.678,Forest
PX-2130,0.0561,0.1755,0.1421,0.7344,Crops
PX-2131,0.0857,0.1859,0.1151,0.625,Crops
PX-2132,0.0631,0.1888,0.0232,0.7276,Forest
PX-2133,0.0911,0.1938,0.0622,0.6841,Forest
PX-2134,0.2493,0.0532,0.0614,0.0936,Water
PX-2135,0.0481,0.0475,0.2814,0.152,Urban
PX-2136,0.0884,0.2046,0.1152,0.6726,Crops
PX-2137,0.2384,0.0692,0.0692,0.1214,Water
PX-2138,0.0976,0.185,0.1003,0.6607,Crops
PX-2139,0.08,0.0762,0.2645,0.0961,Urban
PX-2140,0.0879,0.0547,0.2598,0.087,Urban
PX-2141,0.0608,0.1845,0.0517,0.7004,Forest
PX-2142,0.2382,0.0479,0.0282,0.111,Water
PX-2143,0.0708,0.18,0.1063,0.6468,Crops
PX-2144,0.0971,0.1788,0.0359,0.6812,Forest
PX-2145,0.1135,0.05,0.2748,0.1306,Urban
PX-2146,0.0639,0.1897,0.0203,0.6128,Forest
PX-2147,0.1015,0.2225,0.1217,0.7015,Crops
PX-2148,0.0366,0.1445,0.0749,0.6748,Forest
PX-2149,0.0561,0.0564,0.2827,0.1119,Urban
PX-2150,0.0608,0.2145,0.1508,0.6672,Crops
PX-2151,0.0529,0.1824,0.1467,0.6595,Crops
PX-2152,0.2183,0.0751,0.0656,0.1507,Water
PX-2153,0.0883,0.062,0.2815,0.1415,Urban
PX-2154,0.0757,0.1667,0.1205,0.6787,Crops
PX-2155,0.0876,0.1352,0.1353,0.704,Crops
PX-2156,0.0938,0.1841,0.1122,0.6853,Crops
PX-2157,0.0853,0.1645,0.0823,0.6436,Crops
PX-2158,0.0932,0.184,0.0598,0.6251,Forest
PX-2159,0.2486,0.05,0.0274,0.1867,Water
PX-2160,0.2263,0.0949,0.0308,0.1105,Water
PX-2161,0.1012,0.2481,0.05,0.6511,Forest
PX-2162,0.0682,0.1843,0.1181,0.5805,Crops
PX-2163,0.0613,0.0507,0.2518,0.1335,Urban
PX-2164,0.0764,0.1765,0.0533,0.676,Forest
PX-2165,0.0617,0.0694,0.2993,0.0594,Urban
PX-2166,0.0717,0.2357,0.0274,0.6881,Forest
PX-2167,0.0869,0.1751,0.1454,0.6301,Crops
PX-2168,0.257,0.0124,0.0188,0.2276,Water
PX-2169,0.062,0.1934,0.1623,0.6272,Crops
PX-2170,0.2402,0.0797,0.0418,0.1026,Water
PX-2171,0.1015,0.1483,0.1229,0.615,Crops
PX-2172,0.0899,0.1835,0.0822,0.7011,Crops
PX-2173,0.1215,0.069,0.2788,0.1051,Urban
PX-2174,0.1036,0.1785,0.1246,0.621,Crops
PX-2175,0.1029,0.0442,0.2783,0.1483,Urban
PX-2176,0.0522,0.2003,0.1087,0.5948,Crops
PX-2177,0.0953,0.1919,0.0311,0.695,Forest
PX-2178,0.2489,0.0303,0.0726,0.1913,Water
PX-2179,0.069,0.159,0.0506,0.6927,Forest
PX-2180,0.0834,0.2052,0.1508,0.6755,Crops
PX-2181,0.0989,0.1923,0.1095,0.6848,Crops
PX-2182,0.09,0.1818,0.1113,0.7184,Crops
PX-2183,0.0624,0.1712,0.1363,0.6984,Crops
PX-2184,0.2648,0.0494,0.0175,0.1376,Water
PX-2185,0.0672,0.0385,0.2557,0.1562,Urban
PX-2186,0.0843,0.0514,0.3019,0.0846,Urban
PX-2187,0.2439,0.0176,0.0266,0.1511,Water
PX-2188,0.2456,0.0453,0.0136,0.0798,Water
PX-2189,0.2653,0.0538,0.0874,0.1053,Water
PX-2190,0.0592,0.1922,0.0921,0.5267,Crops
PX-2191,0.1189,0.0592,0.2837,0.1361,Urban
PX-2192,0.2136,0.0759,0.0514,0.0942,Water
PX-2193,0.068,0.227,0.01,0.7144,Forest
PX-2194,0.0874,0.2012,0.1147,0.6656,Crops
PX-2195,0.0917,0.2094,0.059,0.715,Forest
PX-2196,0.078,0.2002,0.0571,0.6267,Forest
PX-2197,0.0789,0.0404,0.2981,0.1615,Urban
PX-2198,0.0882,0.2148,0.0423,0.7542,Forest
PX-2199,0.0754,0.2136,0.1343,0.6806,Crops
PX-2200,0.1079,0.0668,0.2662,0.1516,Urban
PX-2201,0.0968,0.2183,0.0918,0.6568,Crops
PX-2202,0.0975,0.1695,0.024,0.649,Forest
PX-2203,0.0607,0.1569,0.0908,0.6804,Crops
PX-2204,0.2484,0.0771,0.0702,0.0598,Water
PX-2205,0.074,0.0653,0.2497,0.1033,Urban
PX-2206,0.0599,0.2063,0.1255,0.5792,Crops
PX-2207,0.0872,0.0597,0.2747,0.0919,Urban
PX-2208,0.0692,0.1626,0.1179,0.6757,Crops
PX-2209,0.0931,0.0557,0.3073,0.1402,Urban
PX-2210,0.2286,0.0293,0.0412,0.122,Water
PX-2211,0.1144,0.0374,0.2922,0.1268,Urban
PX-2212,0.0621,0.1994,0.1208,0.5746,Crops
PX-2213,0.0844,0.0775,0.277,0.1051,Urban
PX-2214,0.2658,0.0673,0.096,0.0927,Water
PX-2215,0.0686,0.1456,0.0912,0.6236,Crops
PX-2216,0.097,0.0528,0.3058,0.144,Urban
PX-2217,0.0554,0.1555,0.1331,0.6156,Crops
PX-2218,0.109,0.0835,0.2704,0.0958,Urban
PX-2219,0.0803,0.1683,0.1526,0.5665,Crops
PX-2220,0.2381,0.0383,0.013,0.1082,Water
PX-2221,0.074,0.2006,0.0396,0.6265,Forest
PX-2222,0.0962,0.1672,0.0958,0.6532,Crops
PX-2223,0.0683,0.2097,0.1282,0.612,Crops
PX-2224,0.065,0.1653,0.0977,0.6542,Crops
PX-2225,0.0756,0.172,0.0587,0.6642,Forest
PX-2226,0.0565,0.1369,0.1163,0.7169,Crops
PX-2227,0.1164,0.1994,0.0404,0.6899,Forest
PX-2228,0.0687,0.1688,0.1278,0.5764,Crops
PX-2229,0.0966,0.1514,0.1146,0.5994,Crops
PX-2230,0.2542,0.0838,0.0282,0.1222,Water
PX-2231,0.0603,0.1933,0.176,0.6128,Crops
PX-2232,0.0799,0.0594,0.2703,0.01,Urban
PX-2233,0.0957,0.0873,0.2356,0.174,Urban
PX-2234,0.2462,0.0733,0.0332,0.1488,Water
PX-2235,0.1039,0.1835,0.0247,0.6908,Forest
PX-2236,0.1004,0.0392,0.2965,0.0957,Urban
PX-2237,0.0984,0.1964,0.1264,0.6671,Crops
PX-2238,0.0708,0.1879,0.128,0.6218,Crops
PX-2239,0.0584,0.1834,0.1126,0.6582,Crops
PX-2240,0.2377,0.0431,0.0444,0.0832,Water
PX-2241,0.0839,0.1922,0.1126,0.7107,Crops
PX-2242,0.0909,0.1849,0.0484,0.6072,Forest
PX-2243,0.0366,0.058,0.2967,0.1693,Urban
PX-2244,0.0798,0.0889,0.2867,0.1216,Urban
PX-2245,0.0832,0.1868,0.06,0.6504,Forest
PX-2246,0.0744,0.1485,0.13,0.6567,Crops
PX-2247,0.1058,0.0389,0.2977,0.1493,Urban
PX-2248,0.0884,0.2199,0.0558,0.7247,Forest
PX-2249,0.1062,0.1851,0.1272,0.6625,Crops
PX-2250,0.0757,0.1774,0.1438,0.6144,Crops
PX-2251,0.0987,0.0498,0.2667,0.1222,Urban
PX-2252,0.2827,0.0697,0.0329,0.1927,Water
PX-2253,0.1062,0.043,0.2563,0.1739,Urban
PX-2254,0.0582,0.0661,0.2837,0.1564,Urban
PX-2255,0.0749,0.1854,0.0129,0.7018,Forest
PX-2256,0.0731,0.182,0.0592,0.698,Forest
PX-2257,0.0898,0.1873,0.0478,0.7164,Forest
PX-2258,0.0937,0.1725,0.1427,0.6317,Crops
PX-2259,0.0632,0.199,0.0366,0.6158,Forest
PX-2260,0.2514,0.0647,0.0459,0.1228,Water
PX-2261,0.0396,0.1262,0.0724,0.6373,Forest
PX-2262,0.1088,0.0438,0.3077,0.0778,Urban
PX-2263,0.0698,0.1922,0.0364,0.6412,Forest
PX-2264,0.0811,0.2301,0.0536,0.7694,Forest
PX-2265,0.0738,0.1784,0.0559,0.6754,Forest
PX-2266,0.1029,0.2033,0.0575,0.6845,Forest
PX-2267,0.1932,0.0899,0.0447,0.0711,Water
PX-2268,0.0797,0.1537,0.1456,0.5762,Crops
PX-2269,0.0779,0.2079,0.0122,0.6372,Forest
PX-2270,0.0709,0.164,0.1116,0.7075,Crops
PX-2271,0.1145,0.1699,0.129,0.6634,Crops
PX-2272,0.0623,0.1839,0.0591,0.6939,Forest
PX-2273,0.2654,0.0454,0.0771,0.1495,Water
PX-2274,0.0871,0.1144,0.304,0.0963,Urban
PX-2275,0.1052,0.2169,0.0443,0.7255,Forest
PX-2276,0.2367,0.082,0.076,0.0947,Water
PX-2277,0.0653,0.2098,0.0357,0.7262,Forest
PX-2278,0.1019,0.1679,0.0686,0.6877,Forest
PX-2279,0.0885,0.1879,0.1562,0.5784,Crops
PX-2280,0.0491,0.2015,0.1443,0.6201,Crops
PX-2281,0.0692,0.1629,0.1221,0.5786,Crops
PX-2282,0.0877,0.2193,0.0434,0.7165,Forest
PX-2283,0.0968,0.1941,0.0894,0.649,Crops
PX-2284,0.0664,0.217,0.1262,0.5609,Crops
PX-2285,0.0217,0.1716,0.0977,0.665,Crops
PX-2286,0.0905,0.038,0.2641,0.0985,Urban
PX-2287,0.0556,0.1728,0.0962,0.5906,Crops
PX-2288,0.0397,0.2287,0.0408,0.7371,Forest
PX-2289,0.0234,0.1434,0.1194,0.6543,Crops
PX-2290,0.0963,0.1586,0.0555,0.6583,Forest
PX-2291,0.0826,0.1818,0.108,0.634,Crops
PX-2292,0.0755,0.1711,0.1414,0.5895,Crops
PX-2293,0.1078,0.2002,0.0458,0.6178,Forest
PX-2294,0.0927,0.1989,0.1042,0.7014,Crops
PX-2295,0.1123,0.1689,0.1245,0.631,Crops
PX-2296,0.0521,0.1425,0.1593,0.6509,Crops
PX-2297,0.0793,0.2209,0.1267,0.5682,Crops
PX-2298,0.0477,0.1601,0.1127,0.5973,Crops
PX-2299,0.0754,0.1588,0.0895,0.6744,Crops
PX-2300,0.075,0.0821,0.2756,0.1351,Urban
PX-2301,0.0925,0.1923,0.0547,0.7401,Forest
PX-2302,0.0809,0.1987,0.0422,0.7237,Forest
PX-2303,0.0925,0.1897,0.0867,0.6408,Crops
PX-2304,0.0941,0.0817,0.263,0.1389,Urban
PX-2305,0.1231,0.1733,0.1491,0.6373,Crops
PX-2306,0.0737,0.2104,0.1487,0.7322,Crops
PX-2307,0.0612,0.1573,0.0323,0.716,Forest
PX-2308,0.0849,0.1952,0.1335,0.6568,Crops
PX-2309,0.064,0.1632,0.0964,0.658,Crops
PX-2310,0.1096,0.2274,0.0781,0.7278,Forest
PX-2311,0.0743,0.0628,0.2849,0.1432,Urban
PX-2312,0.0687,0.1865,0.069,0.7323,Forest
PX-2313,0.2406,0.0733,0.0157,0.0323,Water
PX-2314,0.0944,0.0779,0.2936,0.1384,Urban
PX-2315,0.0768,0.1928,0.1198,0.6294,Crops
PX-2316,0.0672,0.1594,0.137,0.7203,Crops
PX-2317,0.1133,0.1703,0.1383,0.7119,Crops
PX-2318,0.0629,0.1999,0.0513,0.6713,Forest
PX-2319,0.0807,0.1992,0.038,0.7314,Forest
PX-2320,0.093,0.075,0.2956,0.1913,Urban
PX-2321,0.2174,0.0197,0.0488,0.123,Water
PX-2322,0.0896,0.2067,0.0325,0.7689,Forest
PX-2323,0.0589,0.1742,0.1016,0.6487,Crops
PX-2324,0.0965,0.0432,0.2505,0.1114,Urban
PX-2325,0.0607,0.0452,0.2698,0.1546,Urban
PX-2326,0.0939,0.0557,0.3021,0.1058,Urban
PX-2327,0.1021,0.108,0.1236,0.6534,Crops
PX-2328,0.0972,0.186,0.0394,0.7264,Forest
PX-2329,0.085,0.1625,0.1361,0.6508,Crops
PX-2330,0.0754,0.1907,0.1034,0.5822,Crops
PX-2331,0.0685,0.1639,0.1219,0.6647,Crops
PX-2332,0.1094,0.1957,0.0464,0.6421,Forest
PX-2333,0.236,0.0908,0.0656,0.1546,Water
PX-2334,0.0593,0.1999,0.0885,0.6778,Crops
PX-2335,0.0933,0.198,0.103,0.7089,Crops
PX-2336,0.0641,0.19,0.0172,0.7063,Forest
PX-2337,0.061,0.1909,0.1148,0.6936,Crops
PX-2338,0.0511,0.1753,0.1442,0.6232,Crops
PX-2339,0.0703,0.1961,0.0399,0.7022,Forest
PX-2340,0.2483,0.0682,0.0398,0.1987,Water
PX-2341,0.0849,0.1681,0.1374,0.6225,Crops
PX-2342,0.099,0.2099,0.1414,0.722,Crops
PX-2343,0.0905,0.1768,0.1182,0.628,Crops
PX-2344,0.0762,0.0724,0.2937,0.0859,Urban
PX-2345,0.246,0.0891,0.0285,0.1318,Water
PX-2346,0.2602,0.0806,0.0776,0.1486,Water
PX-2347,0.1055,0.1518,0.163,0.6865,Crops
PX-2348,0.0825,0.2089,0.0604,0.6315,Forest
PX-2349,0.0706,0.197,0.0783,0.6674,Crops
PX-2350,0.0601,0.2178,0.0388,0.6426,Forest
PX-2351,0.0511,0.0377,0.2923,0.0604,Urban
PX-2352,0.0933,0.1869,0.0416,0.6329,Forest
PX-2353,0.0916,0.0799,0.3054,0.09,Urban
PX-2354,0.2615,0.0448,0.0618,0.1409,Water
PX-2355,0.0774,0.174,0.1059,0.6961,Crops
PX-2356,0.1081,0.0915,0.2806,0.0611,Urban
PX-2357,0.0703,0.179,0.1021,0.6641,Crops
PX-2358,0.0991,0.1855,0.0463,0.6229,Forest
PX-2359,0.0792,0.1624,0.1089,0.6752,Crops
PX-2360,0.0678,0.1867,0.1435,0.6251,Crops
PX-2361,0.0919,0.1733,0.0923,0.6279,Forest
PX-2362,0.0882,0.1751,0.0914,0.682,Crops
PX-2363,0.0871,0.2067,0.0115,0.6465,Forest
PX-2364,0.0816,0.226,0.0451,0.6574,Forest
PX-2365,0.0792,0.1934,0.0896,0.5612,Crops
PX-2366,0.1278,0.1657,0.1209,0.6879,Crops
PX-2367,0.1037,0.2236,0.065,0.7028,Forest
PX-2368,0.0945,0.174,0.1499,0.6502,Crops
PX-2369,0.2522,0.0353,0.054,0.0589,Water
PX-2370,0.2701,0.0566,0.0461,0.1684,Water
PX-2371,0.0904,0.0888,0.2404,0.0933,Urban
PX-2372,0.2505,0.0633,0.0505,0.1019,Water
PX-2373,0.0739,0.2003,0.0514,0.7625,Forest
PX-2374,0.2484,0.0927,0.0628,0.0919,Water
PX-2375,0.0166,0.1514,0.1058,0.6797,Crops
PX-2376,0.0842,0.1543,0.1113,0.6725,Crops
PX-2377,0.2402,0.0277,0.0204,0.1356,Water
PX-2378,0.1119,0.2075,0.01,0.6813,Forest
PX-2379,0.2504,0.0633,0.0278,0.1351,Water
PX-2380,0.0562,0.0909,0.2486,0.1309,Urban
PX-2381,0.079,0.0649,0.2867,0.1179,Urban
PX-2382,0.0591,0.0519,0.2696,0.1805,Urban
PX-2383,0.0895,0.2,0.0392,0.6175,Forest
PX-2384,0.0858,0.1824,0.1003,0.6909,Crops
PX-2385,0.0992,0.1666,0.01,0.7029,Forest
PX-2386,0.0642,0.2342,0.1502,0.6779,Crops
PX-2387,0.0807,0.2104,0.03,0.7147,Forest
PX-2388,0.2227,0.0642,0.0418,0.1163,Water
PX-2389,0.264,0.0723,0.0209,0.0452,Water
PX-2390,0.0904,0.1942,0.1394,0.6471,Crops
PX-2391,0.0899,0.1772,0.1229,0.6104,Crops
PX-2392,0.08,0.1874,0.0335,0.6407,Forest
PX-2393,0.0883,0.192,0.1122,0.6003,Crops
PX-2394,0.1121,0.0677,0.3136,0.1009,Urban
PX-2395,0.0743,0.1638,0.1185,0.6261,Crops
PX-2396,0.0828,0.2084,0.1164,0.5549,Crops
PX-2397,0.0583,0.1859,0.1012,0.678,Crops
PX-2398,0.0626,0.2146,0.0121,0.7588,Forest
PX-2399,0.082,0.2278,0.0468,0.6942,Forest
PX-2400,0.1021,0.1804,0.1265,0.6419,Crops
