property_id,square_footage,bedrooms,bathrooms,year_built,distance_to_transit_km,school_rating,visual_aesthetic_score,interior_modernity_index,valuation_usd
PROP-11616,2294,3,2,1956,9.12,6,4.95,0.51,928100
PROP-11617,1611,3,2,2020,1.67,5,1.6,0.34,726300
PROP-11618,1822,4,3,1999,0.67,9,9.61,0.47,1035300
PROP-11619,2846,5,4,2001,8.54,3,8.14,0.72,1257900
PROP-11620,2173,3,2,1975,0.34,9,4.58,0.86,1018600
PROP-11621,1165,2,1,1975,4.48,2,9.84,0.42,642800
PROP-11622,2697,3,2,1968,0.53,5,4.11,0.31,1084600
PROP-11623,1665,3,2,1958,1.73,4,4.35,0.66,752700
PROP-11624,3317,6,5,2010,1.86,6,6.49,0.93,1437200
PROP-11625,2802,4,3,1969,0.61,6,3.47,0.26,1126900
PROP-11626,1809,3,2,1999,8.96,6,7.29,0.82,904200
PROP-11627,2932,5,4,1971,0.2,5,2.38,0.53,1190600
PROP-11628,2144,3,2,1962,7.85,9,1.97,0.82,902100
PROP-11629,2654,4,3,1961,7.53,4,5.81,0.55,1060700
PROP-11630,2415,4,3,1959,1.33,5,6.0,0.44,1035500
PROP-11631,1549,2,2,2014,4.26,2,1.96,0.73,615500
PROP-11632,1681,3,2,1979,1.02,8,9.68,0.91,958400
PROP-11633,2769,5,4,1957,4.98,2,6.16,0.39,1094900
PROP-11634,1882,3,2,1970,2.88,3,2.36,0.51,690300
PROP-11635,1837,3,3,1971,1.25,8,3.8,0.31,869800
PROP-11636,1479,2,2,1967,1.79,2,8.2,0.27,690800
PROP-11637,2375,4,3,2015,4.1,4,5.71,0.8,1049800
PROP-11638,3440,6,4,1997,8.28,7,2.69,0.28,1345300
PROP-11639,1406,3,2,1993,0.49,7,1.93,0.81,690900
PROP-11640,2115,3,3,1958,2.97,7,4.88,0.49,940300
PROP-11641,3017,5,4,2016,1.02,3,4.04,1.0,1246000
PROP-11642,2048,3,1,2003,5.66,3,6.9,0.28,848300
PROP-11643,2394,4,4,1975,0.25,7,9.33,0.18,1191200
PROP-11644,1409,2,2,1975,4.09,6,3.23,0.17,660600
PROP-11645,2378,3,2,1983,0.67,8,8.7,0.85,1171200
PROP-11646,1978,3,2,1957,3.18,8,9.28,0.49,1037400
PROP-11647,2740,5,4,1959,6.32,6,9.12,0.1,1197700
PROP-11648,2871,5,4,1997,4.92,9,9.57,0.89,1348100
PROP-11649,3783,6,5,2004,4.89,7,8.58,0.89,1621600
PROP-11650,2476,4,3,2003,2.55,6,6.34,0.83,1156900
PROP-11651,2311,4,3,1989,7.75,5,4.69,0.32,963900
PROP-11652,2226,4,3,1964,3.1,8,5.43,0.44,975100
PROP-11653,1870,3,3,1967,8.73,5,8.85,0.77,874700
PROP-11654,2320,4,3,1972,2.77,6,3.71,0.54,1010400
PROP-11655,1907,3,2,2011,2.47,6,2.43,0.24,841400
PROP-11656,2209,4,3,1995,0.88,2,2.27,0.32,851000
PROP-11657,2956,4,3,1988,2.75,2,8.44,0.98,1280600
PROP-11658,1445,3,3,1964,0.53,4,7.85,0.24,831400
PROP-11659,2840,6,4,2002,7.13,4,5.48,0.75,1230700
PROP-11660,2956,5,4,2013,3.94,3,3.47,0.53,1192600
PROP-11661,2023,3,2,2012,17.7,3,7.1,0.77,886400
PROP-11662,750,1,1,1965,0.34,7,1.35,0.7,438800
PROP-11663,1704,3,2,2019,0.96,2,6.11,0.5,862700
PROP-11664,2943,6,4,2015,7.34,7,4.59,0.42,1241800
PROP-11665,2085,3,2,1962,1.76,6,9.8,0.78,1013100
PROP-11666,1450,3,3,1996,2.2,7,5.57,0.39,802300
PROP-11667,1771,3,3,1958,6.9,6,5.97,0.81,851500
PROP-11668,2646,4,2,2012,2.58,8,7.41,0.71,1264600
PROP-11669,2455,4,4,1983,0.75,2,5.36,0.62,1038500
PROP-11670,1944,4,4,1978,7.79,4,3.02,0.43,834300
PROP-11671,1861,4,3,1986,0.2,7,5.84,0.28,949100
PROP-11672,1845,2,1,1992,7.9,2,9.5,0.74,845300
PROP-11673,1500,3,3,2013,0.2,8,4.69,0.18,824000
PROP-11674,3149,5,3,1973,3.84,5,7.12,0.97,1303400
PROP-11675,1890,3,2,2020,0.26,4,9.8,0.98,1000000
PROP-11676,2891,5,4,1983,4.29,10,8.47,0.22,1334000
PROP-11677,3088,5,4,1997,0.2,2,6.93,0.19,1267200
PROP-11678,2748,5,4,1961,6.47,9,7.62,0.47,1234600
PROP-11679,1819,3,2,1972,2.2,2,9.43,0.97,931000
PROP-11680,2362,3,2,1962,0.34,6,9.64,0.46,1091000
PROP-11681,2084,3,2,1994,4.29,9,9.72,0.43,1118600
PROP-11682,1512,3,2,2014,2.35,7,6.63,0.73,829400
PROP-11683,2310,5,4,1996,0.74,8,4.46,0.26,1058000
PROP-11684,1333,3,2,2007,0.2,9,2.2,0.43,725100
PROP-11685,2871,4,2,1954,1.89,7,4.47,0.36,1141100
PROP-11686,1797,4,4,1954,0.31,7,9.49,0.64,988900
PROP-11687,2230,4,3,2009,0.35,7,9.01,0.25,1134600
PROP-11688,2284,5,3,1970,1.09,6,5.71,0.59,1060200
PROP-11689,1931,3,2,1973,3.48,9,5.83,0.87,937000
PROP-11690,2481,4,3,1967,2.64,3,3.78,0.56,944200
PROP-11691,1791,3,2,1970,0.25,8,5.09,0.72,893600
PROP-11692,2666,5,4,2003,12.09,5,7.43,0.17,1126000
PROP-11693,1225,3,2,1959,7.64,2,4.62,0.5,532500
PROP-11694,2182,4,4,1973,1.05,6,2.69,0.19,929800
PROP-11695,3360,5,4,2009,0.46,4,5.87,0.64,1391400
PROP-11696,1449,2,1,2006,9.99,5,3.03,0.35,643000
PROP-11697,1659,3,2,1972,2.16,8,9.77,0.36,953300
PROP-11698,2434,5,4,1971,1.3,6,4.51,0.17,1044200
PROP-11699,2216,4,3,2017,2.36,5,9.19,0.38,1131900
PROP-11700,2327,5,4,1983,5.19,2,3.03,0.56,941400
PROP-11701,2417,5,4,2019,0.65,7,2.7,0.63,1120800
PROP-11702,2512,4,3,1977,5.11,7,6.55,0.16,1077300
PROP-11703,2821,4,3,1988,4.84,8,8.01,0.69,1287600
PROP-11704,2366,4,3,1991,2.71,2,6.1,0.54,992400
PROP-11705,1943,3,1,1972,7.03,5,3.07,0.58,760800
PROP-11706,2537,4,3,2019,0.5,10,1.34,0.85,1135400
PROP-11707,3334,6,5,1951,3.17,7,6.56,0.41,1439200
PROP-11708,2013,4,3,1973,2.09,3,2.18,0.26,767000
PROP-11709,1466,2,2,1966,1.92,5,4.09,0.6,703900
PROP-11710,2819,4,3,2014,1.02,7,7.08,0.95,1326000
PROP-11711,2021,3,2,2019,1.63,5,1.88,0.57,875800
PROP-11712,750,1,1,2018,0.4,8,2.15,0.85,511300
PROP-11713,2650,3,2,2009,1.01,4,1.55,0.78,1048000
PROP-11714,1752,4,3,1999,1.11,7,9.96,0.57,1016800
PROP-11715,2041,3,2,1961,4.46,5,4.48,0.68,862900
PROP-11716,2315,6,5,1996,0.2,4,9.15,0.47,1182300
PROP-11717,2223,5,4,2016,3.69,4,3.64,0.58,988300
PROP-11718,2561,4,3,2014,0.88,3,7.78,0.56,1159500
PROP-11719,1816,3,1,1976,0.3,4,2.97,0.74,792900
PROP-11720,2433,5,4,1997,1.25,2,5.48,0.47,1054100
PROP-11721,1931,4,4,2011,0.89,4,8.42,0.19,1054000
PROP-11722,2580,3,2,1993,2.81,10,8.35,0.81,1226600
PROP-11723,2499,3,2,1968,1.55,5,8.15,0.72,1087300
PROP-11724,1491,2,1,2008,11.83,4,8.41,0.96,736200
PROP-11725,2805,5,3,1957,11.59,9,2.9,0.49,1086300
PROP-11726,1751,3,1,2004,2.05,2,5.34,0.17,743200
PROP-11727,2625,5,4,1996,5.55,6,5.36,0.21,1130100
PROP-11728,2338,3,2,1951,0.2,2,9.01,0.8,972200
PROP-11729,3294,4,3,1988,2.78,8,3.67,0.16,1265600
PROP-11730,1954,4,3,1994,4.76,6,9.38,0.92,1035900
PROP-11731,1872,3,2,1981,0.86,3,5.06,0.35,831300
PROP-11732,2087,2,2,2014,0.22,2,7.03,0.91,906500
PROP-11733,1902,3,2,1987,0.59,8,3.42,0.8,837300
PROP-11734,2619,5,4,1960,2.04,2,4.69,0.88,1007300
PROP-11735,1049,2,1,1959,2.47,4,7.39,0.29,550600
PROP-11736,1415,2,2,2008,1.68,7,5.61,0.64,801600
PROP-11737,1405,2,2,2004,2.03,7,9.38,0.18,837400
PROP-11738,2717,4,3,1969,2.22,8,7.63,0.28,1194000
PROP-11739,3211,5,4,1966,5.14,2,6.08,0.38,1211400
PROP-11740,2032,3,2,2017,0.39,8,8.98,0.77,1047800
PROP-11741,1990,4,3,1954,5.13,3,6.99,0.12,877600
PROP-11742,2145,4,3,2009,4.08,7,6.83,0.91,1106700
PROP-11743,2855,5,3,1972,4.74,9,3.22,0.16,1147600
PROP-11744,1497,2,1,1995,4.64,6,4.55,0.44,707400
PROP-11745,2254,4,3,2001,2.23,4,7.15,0.17,1026500
PROP-11746,2733,3,2,1959,0.83,9,9.03,0.79,1212900
PROP-11747,2425,4,3,1995,2.69,9,3.84,0.23,1064400
PROP-11748,2223,5,4,1977,11.09,5,2.94,0.9,977600
PROP-11749,2750,4,3,1992,3.11,9,6.34,0.58,1236600
PROP-11750,750,1,1,1975,0.2,6,1.6,0.95,434800
PROP-11751,2540,4,3,2004,0.22,6,7.43,0.36,1150200
PROP-11752,1674,4,4,1997,17.3,4,7.33,0.51,819400
PROP-11753,910,1,1,1978,0.26,8,4.19,0.72,581300
PROP-11754,2432,4,3,1976,0.2,10,9.03,0.85,1215200
PROP-11755,2992,4,3,1967,1.52,10,5.52,0.48,1315900
PROP-11756,2010,3,2,2009,12.19,2,6.81,0.9,831300
PROP-11757,2719,6,4,2023,1.34,2,2.89,0.21,1083900
PROP-11758,3147,5,4,2018,1.85,6,4.76,0.74,1300000
PROP-11759,2954,5,4,2023,3.52,2,8.76,0.41,1323700
PROP-11760,3165,5,4,1970,0.2,5,2.92,0.19,1204000
PROP-11761,2582,4,3,1973,7.98,2,4.52,0.45,962200
PROP-11762,2149,3,2,1952,2.56,3,3.86,0.89,842200
PROP-11763,1058,2,1,2011,2.2,3,2.36,0.98,565300
PROP-11764,1940,3,2,1951,6.9,5,3.61,0.45,768600
PROP-11765,1551,3,2,2015,10.71,9,3.09,0.9,822300
PROP-11766,3511,5,4,1991,1.93,3,9.31,0.56,1445900
PROP-11767,1985,4,3,1983,0.66,10,7.67,0.75,1056200
PROP-11768,2180,4,3,1991,5.92,10,3.84,0.14,1007200
PROP-11769,2458,4,2,1969,1.81,3,7.87,0.6,1023300
PROP-11770,2128,4,4,2017,9.6,2,1.2,0.16,834300
PROP-11771,3201,5,4,1994,10.48,10,5.74,0.34,1351700
PROP-11772,1695,2,2,1991,0.43,3,3.25,0.61,717200
PROP-11773,2226,3,2,1996,10.98,9,2.03,0.83,874100
PROP-11774,1617,2,2,1954,1.61,4,8.95,0.6,799000
PROP-11775,1241,2,1,1998,3.64,2,2.79,0.94,543900
PROP-11776,1702,2,2,1986,0.2,2,8.4,0.83,860900
PROP-11777,2075,3,2,1983,7.69,3,4.72,0.24,838800
PROP-11778,1820,2,2,2022,3.59,8,1.13,0.45,809800
PROP-11779,1649,3,3,2019,3.61,7,7.59,0.7,902200
PROP-11780,1185,2,1,1967,8.14,3,6.37,0.94,569700
PROP-11781,2045,3,2,1968,2.48,5,4.1,0.99,898100
PROP-11782,1121,1,1,1989,1.85,3,3.53,0.79,522700
PROP-11783,2594,4,4,1966,7.04,2,1.66,0.62,902900
PROP-11784,2153,4,3,2009,4.75,4,9.47,0.78,1105400
PROP-11785,1152,2,2,1991,10.41,5,5.45,0.35,558900
PROP-11786,1899,3,2,2021,9.85,6,1.77,0.36,789500
PROP-11787,1611,2,2,2014,1.69,6,8.82,0.69,923000
PROP-11788,2307,4,2,2002,2.07,8,3.51,0.88,1038000
PROP-11789,2971,6,5,1956,1.03,9,2.83,0.97,1241000
PROP-11790,881,2,1,1954,3.78,10,3.53,0.41,510400
PROP-11791,2174,3,1,1973,1.59,8,6.08,0.82,969500
PROP-11792,1995,3,2,1977,5.4,6,1.67,0.87,826500
PROP-11793,2536,4,3,2011,0.45,10,5.34,0.66,1213400
PROP-11794,2238,4,3,1966,0.43,9,9.06,0.41,1122100
PROP-11795,1611,2,1,1969,0.8,10,2.69,0.66,770800
PROP-11796,1892,3,3,1952,0.31,9,3.98,0.63,872900
PROP-11797,1582,3,2,1986,3.39,7,4.57,0.65,807300
PROP-11798,2799,4,3,1964,0.56,5,6.28,0.66,1169700
PROP-11799,2113,3,2,2000,0.61,10,9.27,0.86,1137500
PROP-11800,3335,5,4,1997,0.2,10,4.55,0.25,1412700
PROP-11801,2060,2,1,1957,5.33,10,1.62,0.43,806900
PROP-11802,1639,2,1,1962,5.86,4,4.13,0.63,687300
PROP-11803,1116,2,2,1997,0.62,4,2.71,0.35,562300
PROP-11804,927,1,1,1952,4.71,7,6.87,0.98,571300
PROP-11805,1070,2,2,2014,1.99,7,1.26,0.34,552700
PROP-11806,2273,4,2,2022,0.96,7,3.63,0.52,1037800
PROP-11807,2430,3,2,1980,3.4,6,5.91,0.89,1057600
PROP-11808,1072,2,3,1975,0.69,6,3.5,0.17,573600
PROP-11809,2681,5,4,2005,4.95,3,5.96,0.84,1145700
PROP-11810,1786,2,2,1983,0.2,8,2.03,0.61,794000
PROP-11811,2195,4,4,1958,11.19,5,9.49,0.13,980600
PROP-11812,3147,5,4,2011,0.26,4,3.62,0.91,1281900
PROP-11813,2682,5,3,1962,3.03,9,9.31,0.14,1207300
PROP-11814,1925,2,1,2018,8.14,5,3.93,0.56,777500
PROP-11815,1520,1,1,1990,0.2,5,8.04,0.14,750200
PROP-11816,750,1,1,1950,2.42,9,3.22,0.16,430900
PROP-11817,1632,3,2,1996,1.51,2,7.03,0.9,814900
PROP-11818,1962,3,2,1953,3.04,10,3.91,0.79,908700
PROP-11819,1458,2,1,2012,0.89,8,5.58,0.28,819600
PROP-11820,2014,3,2,2001,0.23,3,7.06,0.66,932500
PROP-11821,2149,4,3,1959,3.44,7,6.3,0.82,1006300
PROP-11822,1953,3,2,1977,1.89,9,6.19,0.9,945700
PROP-11823,1677,3,3,1955,3.41,6,1.59,0.52,675800
PROP-11824,2209,3,2,1976,0.83,7,3.24,0.91,945300
PROP-11825,2387,5,3,1961,1.45,9,6.15,0.56,1116900
PROP-11826,1391,2,1,2011,2.89,7,1.16,0.72,659200
PROP-11827,3017,5,4,2001,3.15,10,3.26,0.98,1352900
PROP-11828,2035,4,3,1997,1.63,10,3.06,0.31,948300
PROP-11829,2112,4,4,2016,1.15,10,3.25,0.25,1088900
PROP-11830,2560,4,3,1995,1.12,7,5.82,0.41,1102600
PROP-11831,2251,3,2,2023,0.67,10,6.24,0.25,1118200
PROP-11832,2719,5,3,1964,1.38,4,9.18,0.36,1154300
PROP-11833,2286,3,3,2020,0.78,6,4.47,0.77,1063600
PROP-11834,1701,2,2,1985,3.52,3,9.34,0.53,805400
PROP-11835,2334,4,3,1963,2.95,9,6.87,0.44,1024200
PROP-11836,1356,3,1,1952,1.69,5,9.21,0.43,739500
PROP-11837,2170,4,4,2016,1.38,7,8.5,0.28,1132100
PROP-11838,2078,3,2,1968,0.95,7,7.19,0.5,1000900
PROP-11839,1964,3,2,2003,2.68,6,4.2,0.66,894900
PROP-11840,2016,3,2,2018,8.79,2,3.17,0.23,763300
PROP-11841,876,1,1,1959,4.05,8,3.0,0.98,485500
PROP-11842,1743,3,2,1982,4.77,9,9.57,0.5,1052600
PROP-11843,2160,3,1,1962,6.29,2,9.63,0.95,909900
PROP-11844,2203,5,4,2000,1.52,8,7.52,0.22,1144500
PROP-11845,1432,3,2,1981,0.23,5,8.95,0.79,840500
PROP-11846,2922,6,5,1973,3.41,7,9.27,0.66,1386300
PROP-11847,1536,2,1,1984,0.73,10,5.6,0.84,847500
PROP-11848,2730,4,3,2019,2.95,6,6.66,0.64,1213900
PROP-11849,2377,3,2,1989,4.71,9,4.77,0.97,1020200
PROP-11850,1679,2,2,2003,5.36,6,4.77,0.66,803700
PROP-11851,3253,6,4,1993,1.26,3,1.35,0.81,1221300
PROP-11852,1324,3,2,2011,2.51,5,4.9,0.89,736400
PROP-11853,2697,4,3,2017,3.4,3,7.06,0.74,1181100
PROP-11854,2750,4,2,1982,5.99,8,4.8,0.57,1124000
PROP-11855,1664,3,2,2005,5.02,8,8.85,0.35,919000
PROP-11856,3005,4,2,1985,15.47,4,3.99,0.87,1111200
PROP-11857,1937,4,3,2003,0.2,8,2.19,0.53,907200
PROP-11858,2287,3,2,1968,2.01,2,8.3,0.66,958500
PROP-11859,2269,4,3,1992,1.04,2,7.07,0.17,969900
PROP-11860,2012,3,3,1961,0.45,10,3.18,0.55,945500
PROP-11861,2627,4,3,1960,8.49,7,5.83,0.73,1092900
PROP-11862,2615,4,3,2019,20.0,6,4.62,0.63,1117600
PROP-11863,963,1,1,1961,0.7,7,9.45,0.5,657400
PROP-11864,2947,5,4,1990,0.2,7,6.47,0.3,1263900
PROP-11865,1019,1,1,1974,1.13,2,2.43,0.38,410500
PROP-11866,2771,5,3,1952,6.3,6,5.52,0.73,1144600
PROP-11867,2832,6,4,1952,1.22,10,8.76,0.3,1320600
PROP-11868,1390,2,1,1977,0.21,5,7.04,0.66,724900
PROP-11869,1832,4,3,1972,0.2,4,8.58,0.63,959200
PROP-11870,1381,1,1,1997,1.95,2,3.25,0.97,621200
PROP-11871,1960,3,2,2016,9.4,3,9.0,0.15,902300
PROP-11872,1899,3,2,1991,1.18,4,7.8,0.2,890400
PROP-11873,2606,3,2,1989,1.95,5,7.56,0.56,1119800
PROP-11874,2951,4,4,1955,0.38,8,4.12,0.57,1244700
PROP-11875,3007,6,4,1969,2.38,7,8.99,0.14,1316600
PROP-11876,1734,3,2,1960,4.17,9,6.74,0.84,902300
PROP-11877,1964,3,2,1976,1.11,10,8.67,0.55,1043300
PROP-11878,1005,1,1,1970,1.23,7,4.25,0.41,524900
PROP-11879,1576,3,2,1962,6.46,8,2.31,0.39,727500
PROP-11880,2727,5,3,1984,0.2,5,3.99,0.88,1158600
PROP-11881,3150,5,4,1996,3.54,3,5.1,0.28,1275700
PROP-11882,1297,1,1,1977,1.75,10,5.8,0.24,748200
PROP-11883,1714,2,1,1970,1.24,10,5.6,0.29,842000
PROP-11884,2082,3,2,1967,3.75,5,5.91,0.66,916500
PROP-11885,2282,4,4,1980,6.3,4,8.58,0.83,1082200
PROP-11886,1573,1,1,2009,2.86,7,2.53,0.4,681400
PROP-11887,2375,4,3,1986,0.2,4,3.84,0.26,940500
PROP-11888,1792,3,1,1970,2.17,2,9.0,0.29,821300
PROP-11889,2090,4,3,1963,2.17,5,6.04,0.66,948100
PROP-11890,2455,5,4,2009,2.75,2,6.25,0.32,1064800
PROP-11891,2104,4,3,1972,3.89,3,5.3,0.89,907000
PROP-11892,1816,3,2,1978,0.2,4,5.94,0.19,861500
PROP-11893,2028,2,1,1996,2.44,9,2.78,0.13,808100
PROP-11894,2042,3,2,1979,3.11,5,5.92,0.18,901700
PROP-11895,1859,4,3,1987,1.47,5,9.97,0.86,1037300
PROP-11896,1931,4,2,1976,3.86,10,6.09,0.69,1003900
PROP-11897,3139,6,5,1964,0.91,8,1.4,0.96,1242000
PROP-11898,2464,4,3,2008,1.34,3,8.17,0.4,1104200
PROP-11899,1907,3,3,1952,11.52,4,4.57,0.29,745700
PROP-11900,2553,4,3,1959,1.5,5,2.38,0.61,990800
PROP-11901,1883,3,1,1966,1.49,5,8.76,0.58,868800
PROP-11902,2862,6,4,1960,3.17,9,2.78,0.63,1207600
PROP-11903,2340,3,3,1997,12.39,7,9.29,0.41,1076100
PROP-11904,2030,4,3,1954,14.28,4,4.98,0.11,788000
PROP-11905,2391,4,3,2018,3.03,10,7.69,0.13,1231500
PROP-11906,1078,3,2,2013,0.2,9,5.92,0.7,786200
PROP-11907,1367,1,1,1963,8.08,10,3.31,0.57,651200
PROP-11908,1323,3,3,1999,2.96,6,7.04,0.84,770900
PROP-11909,2192,3,2,1975,1.59,4,9.62,0.37,1017400
PROP-11910,3226,5,4,2021,6.19,5,7.93,0.83,1415300
PROP-11911,3550,6,4,2018,1.79,6,6.44,0.48,1441200
PROP-11912,2514,5,4,1956,0.2,10,9.92,0.19,1272600
PROP-11913,2425,4,3,1965,6.02,10,3.39,0.98,1038500
PROP-11914,929,1,1,2004,2.76,4,1.56,0.56,411200
PROP-11915,1747,3,2,2005,1.44,8,1.29,0.67,778700
PROP-11916,1587,3,3,1953,1.01,7,7.4,0.7,799500
PROP-11917,1696,3,2,1997,3.15,5,8.47,0.43,872500
PROP-11918,1990,4,3,1966,0.82,6,6.72,0.77,941500
PROP-11919,1793,3,2,1985,1.37,3,9.15,0.88,932600
PROP-11920,813,2,2,2019,3.54,8,7.28,0.45,662500
PROP-11921,2586,4,3,1987,7.47,5,4.34,0.69,1032100
PROP-11922,1402,2,2,2011,2.66,3,2.63,0.78,604200
PROP-11923,2255,3,2,1997,4.98,7,9.32,0.27,1069500
PROP-11924,3448,6,4,1959,5.04,3,1.93,0.4,1247700
PROP-11925,1502,2,1,1985,3.82,3,5.89,0.2,704400
PROP-11926,750,2,2,1978,0.99,8,3.83,0.64,532700
PROP-11927,1914,3,2,1953,7.06,2,3.44,0.82,714500
PROP-11928,2815,4,3,1993,2.01,8,6.81,0.65,1275000
PROP-11929,3372,6,5,2005,0.2,6,3.08,0.26,1341200
PROP-11930,1300,3,2,1991,0.98,2,9.25,0.59,755600
PROP-11931,2422,5,3,1962,5.08,7,4.65,0.85,1109700
PROP-11932,1797,4,3,1995,0.25,8,7.1,0.37,996200
PROP-11933,2031,4,2,1982,0.56,2,7.55,0.85,946300
PROP-11934,3818,6,5,1970,4.15,10,7.15,0.81,1660000
PROP-11935,1123,2,2,2006,7.81,8,9.13,0.12,775600
PROP-11936,2264,5,4,2018,3.52,2,3.08,0.32,944700
PROP-11937,2404,3,2,2019,0.88,4,1.77,0.59,916500
PROP-11938,2805,4,3,2016,0.2,6,1.5,0.75,1128100
PROP-11939,2163,3,3,1997,3.34,5,8.9,0.89,1041400
PROP-11940,2300,4,2,1982,0.2,3,9.76,0.68,1061300
PROP-11941,1845,4,3,1985,3.32,2,3.72,0.44,757000
PROP-11942,2274,3,2,1982,0.89,5,7.24,0.27,990300
PROP-11943,1876,2,1,1980,8.23,8,1.08,0.78,708100
PROP-11944,2504,4,3,1970,2.26,5,2.7,0.29,955500
PROP-11945,1859,4,3,1976,0.89,10,7.2,0.73,1033500
PROP-11946,2345,4,3,2021,6.71,9,1.59,0.26,1029900
PROP-11947,2080,4,3,2011,1.03,9,5.22,0.18,1047400
PROP-11948,2831,5,3,1975,1.28,6,6.96,0.33,1202400
PROP-11949,2066,3,2,2015,6.29,2,7.89,0.36,925900
PROP-11950,947,2,2,1961,1.29,10,5.08,0.68,691700
PROP-11951,2920,4,3,1971,1.85,3,6.67,0.24,1131300
PROP-11952,1511,4,3,1966,1.5,7,5.86,0.94,874600
PROP-11953,1675,3,3,1956,0.43,6,1.47,0.6,683400
PROP-11954,1712,3,2,2017,0.2,9,7.69,0.54,940000
PROP-11955,2993,5,4,1986,4.51,4,2.55,0.49,1139500
PROP-11956,750,1,1,1987,3.63,7,1.29,0.61,422500
PROP-11957,4139,6,5,1960,1.16,7,5.06,0.12,1554300
PROP-11958,2786,5,4,1950,1.23,4,8.79,0.99,1220800
PROP-11959,2245,4,4,1974,10.15,8,2.36,0.6,961400
PROP-11960,2064,3,2,1991,15.39,5,1.12,0.13,709200
PROP-11961,2285,5,5,2001,2.24,6,1.99,0.63,1049400
PROP-11962,2438,4,3,1973,5.68,10,4.27,0.49,1107300
PROP-11963,2519,5,3,2002,4.67,7,6.22,0.12,1163500
PROP-11964,2461,4,4,2005,1.23,5,2.74,0.93,1036500
PROP-11965,2158,4,3,2012,0.21,9,8.22,0.11,1112500
PROP-11966,1971,3,3,1957,0.54,10,7.78,0.62,1023100
PROP-11967,2001,2,2,2008,6.38,6,7.26,0.97,958300
PROP-11968,1973,4,3,1994,4.6,3,5.39,0.31,863700
PROP-11969,2836,6,4,1976,3.82,7,4.29,0.33,1212800
PROP-11970,2485,4,3,2001,0.49,9,4.38,0.1,1131700
PROP-11971,750,1,1,1967,3.58,6,5.53,0.16,441300
PROP-11972,2526,4,3,1965,5.18,2,1.7,0.14,846500
PROP-11973,2226,4,2,2015,6.9,9,7.14,0.84,1078400
PROP-11974,2087,4,3,1954,0.2,10,4.16,0.85,974400
PROP-11975,1847,3,2,1952,4.04,2,3.02,0.75,717800
PROP-11976,2830,5,4,2019,0.2,9,3.5,0.42,1269800
PROP-11977,2715,5,4,1956,4.3,3,2.62,0.84,1052900
PROP-11978,1597,3,2,1999,3.53,5,9.11,0.59,835800
PROP-11979,2364,3,2,1963,0.56,3,2.52,0.37,866000
PROP-11980,1468,3,2,1987,5.09,3,8.95,0.49,782900
PROP-11981,1203,3,3,1996,0.25,4,6.15,0.16,722700
PROP-11982,1692,5,5,1982,6.13,9,8.81,0.95,1039500
PROP-11983,2660,4,3,1992,1.06,5,5.27,0.66,1114600
PROP-11984,2719,5,4,1978,4.09,8,9.35,0.76,1343800
PROP-11985,2433,3,2,2006,9.01,4,2.9,0.71,930200
PROP-11986,2571,5,3,1954,1.45,4,5.99,0.7,1074800
PROP-11987,2435,4,3,2009,2.45,3,2.13,0.12,954000
PROP-11988,1683,4,3,2019,2.18,7,5.02,0.57,864700
PROP-11989,2380,4,3,1951,0.6,7,6.13,0.84,1066800
PROP-11990,2620,3,2,2019,3.12,2,6.45,0.14,1021300
PROP-11991,2590,4,3,1992,4.76,8,4.29,0.96,1132100
PROP-11992,2872,4,3,1953,8.71,5,1.69,0.48,1003400
PROP-11993,2560,5,4,2005,6.66,4,6.9,0.36,1121000
PROP-11994,2328,3,3,2008,2.5,9,5.4,0.58,1118600
PROP-11995,2795,5,4,1958,4.44,3,2.23,0.82,1046100
PROP-11996,2082,2,2,1952,5.65,10,9.42,0.53,1001300
PROP-11997,1526,2,1,1997,2.38,9,9.6,0.68,884600
PROP-11998,1994,4,3,1992,0.43,9,8.71,0.55,1113600
PROP-11999,1615,3,2,1950,2.02,4,8.59,0.67,803500
