applicant_id,age,gender,annual_income,credit_score,debt_to_income_ratio,employment_years,open_credit_lines,delinquencies_2yr,loan_amount,loan_purpose,default_status
APP-20341,66,Male,51504,603,0.236,1.1,7,1,19338,Small Business,1
APP-20342,50,Female,71208,771,0.632,10.1,9,1,34346,Small Business,1
APP-20343,58,Male,48505,677,0.477,0.6,3,0,5393,Debt Consolidation,1
APP-20344,58,Male,50847,590,0.348,0.0,4,0,25134,Small Business,1
APP-20345,65,Female,34626,675,0.412,3.0,10,0,17866,Credit Card Refinance,1
APP-20346,71,Female,41293,656,0.19,0.8,10,0,11556,Credit Card Refinance,1
APP-20347,28,Male,65008,654,0.194,6.7,11,1,32163,Credit Card Refinance,1
APP-20348,47,Female,18000,707,0.454,12.6,4,0,9249,Home Improvement,1
APP-20349,47,Female,41171,657,0.321,0.2,11,1,20719,Credit Card Refinance,1
APP-20350,54,Male,71563,650,0.301,2.5,11,0,27994,Home Improvement,1
APP-20351,41,Male,120861,758,0.285,28.7,10,0,11311,Debt Consolidation,0
APP-20352,50,Female,39376,556,0.338,6.6,7,0,3319,Debt Consolidation,1
APP-20353,53,Female,94084,666,0.289,15.3,8,0,22931,Credit Card Refinance,0
APP-20354,48,Female,124183,730,0.076,0.9,8,1,27113,Home Improvement,0
APP-20355,67,Female,39657,710,0.49,1.3,5,1,13948,Credit Card Refinance,1
APP-20356,53,Male,36061,736,0.307,0.8,8,0,5383,Small Business,0
APP-20357,25,Male,44349,801,0.54,1.8,11,0,19974,Home Improvement,0
APP-20358,68,Male,46860,780,0.109,6.4,13,0,15645,Home Improvement,0
APP-20359,39,Female,89317,594,0.108,0.9,5,0,3106,Home Improvement,1
APP-20360,24,Female,32030,565,0.287,3.7,5,0,22636,Home Improvement,0
APP-20361,55,Female,114226,691,0.437,1.6,6,0,12284,Small Business,1
APP-20362,69,Male,31558,581,0.174,8.8,3,0,22896,Credit Card Refinance,0
APP-20363,37,Male,24454,544,0.169,0.0,5,1,36401,Debt Consolidation,1
APP-20364,64,Male,65386,690,0.365,1.3,9,0,17745,Major Purchase,1
APP-20365,48,Female,96452,706,0.282,4.6,5,0,18670,Major Purchase,1
APP-20366,50,Female,54082,781,0.385,0.5,8,0,18956,Home Improvement,0
APP-20367,49,Male,62273,719,0.285,3.1,9,1,17181,Home Improvement,0
APP-20368,66,Female,143610,794,0.366,2.9,8,0,8677,Debt Consolidation,0
APP-20369,26,Male,97203,693,0.484,9.6,4,0,20475,Major Purchase,1
APP-20370,55,Female,49861,596,0.174,4.9,5,0,13478,Home Improvement,1
APP-20371,61,Male,38671,723,0.462,5.1,8,1,14418,Small Business,1
APP-20372,57,Female,89525,756,0.116,15.2,6,0,12120,Major Purchase,0
APP-20373,44,Male,77350,695,0.393,20.2,7,0,21640,Small Business,1
APP-20374,49,Female,61710,764,0.49,5.3,7,3,11741,Debt Consolidation,1
APP-20375,69,Male,40951,661,0.257,3.7,6,2,21052,Debt Consolidation,1
APP-20376,66,Male,47003,705,0.397,4.7,10,0,21952,Major Purchase,0
APP-20377,51,Male,45200,658,0.262,2.4,5,0,18502,Credit Card Refinance,1
APP-20378,55,Male,41328,824,0.39,21.9,11,0,6732,Major Purchase,0
APP-20379,53,Male,35219,724,0.05,6.1,12,0,13164,Small Business,0
APP-20380,41,Female,56718,597,0.339,1.7,7,0,17312,Credit Card Refinance,1
APP-20381,52,Male,34355,790,0.367,0.3,10,0,7460,Small Business,0
APP-20382,43,Female,54044,622,0.481,0.2,6,1,20505,Small Business,1
APP-20383,53,Female,18000,670,0.431,1.1,5,0,29484,Small Business,1
APP-20384,23,Female,35244,700,0.301,1.3,6,2,22040,Home Improvement,1
APP-20385,38,Male,89686,705,0.352,2.7,7,1,8116,Credit Card Refinance,1
APP-20386,45,Male,29874,701,0.146,1.2,8,0,37420,Home Improvement,1
APP-20387,62,Female,67890,596,0.517,5.0,6,0,13817,Home Improvement,1
APP-20388,51,Female,31272,701,0.403,1.2,7,0,20017,Small Business,1
APP-20389,23,Male,75107,741,0.097,1.0,8,0,12559,Debt Consolidation,0
APP-20390,60,Male,41630,739,0.35,3.2,5,1,19682,Major Purchase,1
APP-20391,66,Male,40735,585,0.359,11.0,6,0,29042,Debt Consolidation,1
APP-20392,44,Female,50508,627,0.227,3.2,5,0,9431,Small Business,1
APP-20393,70,Male,23414,602,0.332,2.7,9,2,14244,Major Purchase,1
APP-20394,52,Male,83671,692,0.215,4.3,5,0,19326,Major Purchase,0
APP-20395,67,Female,100397,569,0.151,1.5,6,0,4189,Small Business,1
APP-20396,42,Male,40214,597,0.246,2.2,6,0,24587,Home Improvement,1
APP-20397,43,Male,65402,626,0.341,1.2,8,0,12205,Major Purchase,1
APP-20398,22,Female,75237,553,0.431,4.2,12,1,18393,Major Purchase,1
APP-20399,47,Female,46621,668,0.328,6.0,10,0,9174,Major Purchase,0
APP-20400,62,Male,26647,533,0.433,5.6,9,0,8873,Major Purchase,1
APP-20401,22,Male,117800,701,0.398,1.5,3,1,17898,Credit Card Refinance,0
APP-20402,46,Male,39502,644,0.196,7.6,4,1,30461,Home Improvement,1
APP-20403,37,Male,35065,629,0.397,1.5,5,0,10353,Credit Card Refinance,1
APP-20404,60,Female,120732,640,0.4,0.8,10,0,25315,Credit Card Refinance,0
APP-20405,53,Male,68564,666,0.529,2.2,11,0,28482,Small Business,1
APP-20406,29,Male,56476,708,0.369,4.6,7,1,25815,Home Improvement,1
APP-20407,63,Male,28741,755,0.172,0.8,9,0,16629,Debt Consolidation,1
APP-20408,68,Female,76232,735,0.254,5.2,6,0,19893,Home Improvement,1
APP-20409,59,Female,241128,815,0.098,9.9,6,0,30233,Debt Consolidation,0
APP-20410,49,Female,79560,713,0.381,1.7,5,0,25597,Major Purchase,1
APP-20411,62,Male,64398,679,0.518,3.0,15,0,18168,Debt Consolidation,1
APP-20412,46,Female,72882,640,0.05,1.3,11,0,8618,Debt Consolidation,1
APP-20413,55,Female,40926,642,0.524,2.2,4,0,32689,Debt Consolidation,1
APP-20414,70,Male,40712,705,0.38,0.1,10,0,18940,Major Purchase,1
APP-20415,45,Male,40427,605,0.191,15.4,12,0,13628,Major Purchase,0
APP-20416,44,Male,35731,684,0.351,2.7,8,0,22219,Credit Card Refinance,0
APP-20417,33,Male,40382,668,0.195,7.8,6,0,2000,Debt Consolidation,0
APP-20418,27,Male,40279,622,0.373,0.8,4,3,23552,Home Improvement,1
APP-20419,56,Male,42848,601,0.328,8.4,10,0,22870,Small Business,1
APP-20420,65,Male,42193,834,0.36,9.8,3,0,20806,Credit Card Refinance,1
APP-20421,40,Female,56030,579,0.21,6.3,4,0,25515,Debt Consolidation,1
APP-20422,21,Male,51191,665,0.227,11.7,5,0,20251,Credit Card Refinance,1
APP-20423,28,Female,53747,749,0.38,0.9,6,0,22789,Debt Consolidation,0
APP-20424,66,Female,113239,704,0.26,3.2,12,0,23452,Debt Consolidation,1
APP-20425,36,Female,51133,639,0.338,4.8,5,0,26345,Credit Card Refinance,1
APP-20426,34,Female,165378,592,0.374,4.5,8,0,15377,Debt Consolidation,1
APP-20427,32,Male,59514,678,0.293,9.9,8,0,21519,Debt Consolidation,1
APP-20428,71,Female,38330,498,0.459,1.2,13,0,14315,Small Business,1
APP-20429,43,Male,102978,681,0.298,1.0,6,0,20501,Home Improvement,0
APP-20430,35,Male,46922,672,0.294,1.5,8,0,17851,Major Purchase,1
APP-20431,48,Female,18000,739,0.244,11.1,6,2,10790,Small Business,0
APP-20432,54,Male,48912,595,0.445,14.2,6,0,22510,Major Purchase,1
APP-20433,22,Male,42742,648,0.235,4.2,4,1,3778,Major Purchase,1
APP-20434,52,Female,118610,698,0.471,3.5,5,0,9230,Home Improvement,0
APP-20435,43,Female,29921,683,0.34,4.6,10,0,23700,Small Business,1
APP-20436,42,Female,40824,582,0.642,4.8,8,0,12673,Debt Consolidation,1
APP-20437,71,Male,98439,627,0.241,0.9,8,0,22244,Home Improvement,1
APP-20438,45,Female,60896,760,0.473,5.8,9,0,36369,Debt Consolidation,0
APP-20439,42,Male,44609,686,0.381,3.0,10,0,2000,Debt Consolidation,1
APP-20440,42,Female,32335,561,0.258,3.6,7,0,20325,Debt Consolidation,1
APP-20441,69,Female,59483,727,0.383,0.2,6,0,32782,Debt Consolidation,0
APP-20442,62,Female,48237,566,0.377,7.2,8,0,19997,Small Business,1
APP-20443,26,Female,32134,650,0.28,9.0,3,1,18053,Major Purchase,0
APP-20444,35,Male,33066,706,0.371,4.8,8,0,14791,Major Purchase,0
APP-20445,63,Female,31320,748,0.46,6.9,8,0,11650,Small Business,0
APP-20446,57,Female,28398,518,0.381,3.7,5,0,2000,Major Purchase,1
APP-20447,53,Male,81938,716,0.27,4.8,5,0,14192,Home Improvement,1
APP-20448,28,Female,76089,726,0.263,2.5,5,0,18473,Debt Consolidation,1
APP-20449,64,Male,82012,633,0.31,7.8,6,0,19213,Debt Consolidation,1
APP-20450,64,Female,49142,675,0.453,3.2,4,0,25435,Debt Consolidation,1
APP-20451,25,Female,42896,471,0.23,5.7,3,1,24998,Credit Card Refinance,1
APP-20452,59,Female,43329,491,0.367,4.9,11,3,19762,Home Improvement,1
APP-20453,24,Male,85957,742,0.133,6.1,5,1,20625,Credit Card Refinance,1
APP-20454,26,Female,18014,634,0.391,7.7,6,2,17533,Small Business,1
APP-20455,65,Female,36939,647,0.41,3.6,7,0,11957,Credit Card Refinance,1
APP-20456,52,Female,30090,685,0.563,8.4,7,0,25498,Major Purchase,1
APP-20457,50,Male,103563,646,0.431,3.4,10,0,16711,Major Purchase,1
APP-20458,67,Male,37699,640,0.272,15.7,5,0,20119,Home Improvement,1
APP-20459,55,Female,19934,695,0.136,7.0,4,0,38677,Credit Card Refinance,0
APP-20460,60,Male,55430,572,0.382,0.9,8,0,25295,Credit Card Refinance,1
APP-20461,36,Female,39992,745,0.281,8.8,9,0,16361,Debt Consolidation,0
APP-20462,33,Female,36087,655,0.36,4.0,8,0,5812,Home Improvement,1
APP-20463,70,Female,34097,604,0.234,20.8,6,0,26882,Debt Consolidation,1
APP-20464,62,Female,33365,595,0.299,6.3,6,0,2000,Home Improvement,1
APP-20465,50,Male,72381,672,0.116,0.4,7,0,14626,Home Improvement,0
APP-20466,39,Male,55441,650,0.194,2.5,8,0,2955,Credit Card Refinance,1
APP-20467,37,Male,43963,569,0.178,3.6,5,2,14099,Debt Consolidation,1
APP-20468,39,Male,26794,630,0.425,9.1,7,0,13997,Small Business,1
APP-20469,48,Male,44672,617,0.221,6.5,10,1,19188,Debt Consolidation,0
APP-20470,46,Female,56576,752,0.485,2.3,7,0,16340,Small Business,1
APP-20471,57,Female,57772,678,0.222,5.3,5,0,25575,Major Purchase,1
APP-20472,46,Female,53556,772,0.572,4.3,10,1,23122,Home Improvement,0
APP-20473,43,Female,29512,623,0.086,0.7,4,0,24715,Debt Consolidation,1
APP-20474,29,Female,18000,651,0.371,1.3,5,1,6710,Home Improvement,1
APP-20475,32,Female,131898,695,0.325,2.1,6,0,16945,Debt Consolidation,0
APP-20476,21,Female,23853,709,0.175,1.1,9,2,23014,Major Purchase,1
APP-20477,21,Female,18000,716,0.254,0.8,4,1,18696,Debt Consolidation,1
APP-20478,67,Male,52669,612,0.289,0.3,9,0,13308,Major Purchase,1
APP-20479,54,Male,19154,614,0.35,10.3,6,1,11957,Home Improvement,1
APP-20480,52,Male,31487,646,0.208,1.7,5,0,32804,Credit Card Refinance,1
APP-20481,68,Female,66294,766,0.371,1.7,6,0,21766,Small Business,0
APP-20482,45,Female,129959,604,0.334,1.2,7,1,2000,Home Improvement,1
APP-20483,60,Male,60665,635,0.414,3.2,4,1,7995,Credit Card Refinance,1
APP-20484,65,Male,38501,717,0.217,3.6,9,0,2000,Home Improvement,1
APP-20485,21,Female,47653,713,0.271,1.2,3,2,6868,Home Improvement,1
APP-20486,36,Male,18129,706,0.493,4.7,4,0,8587,Debt Consolidation,0
APP-20487,59,Male,38257,675,0.211,6.4,10,0,27746,Major Purchase,1
APP-20488,25,Female,38277,600,0.153,2.3,5,0,22267,Major Purchase,1
APP-20489,42,Male,53334,625,0.244,4.4,5,1,11197,Debt Consolidation,1
APP-20490,49,Male,142657,743,0.107,3.5,8,0,11659,Debt Consolidation,0
APP-20491,23,Female,18000,720,0.521,1.1,6,0,13153,Home Improvement,1
APP-20492,32,Female,39174,583,0.286,6.5,8,1,10842,Major Purchase,1
APP-20493,46,Female,18000,726,0.287,8.1,10,1,15734,Home Improvement,1
APP-20494,36,Male,37166,755,0.409,5.2,7,0,11329,Credit Card Refinance,1
APP-20495,71,Male,30469,673,0.233,2.0,3,0,16062,Credit Card Refinance,0
APP-20496,57,Male,21549,697,0.294,13.1,2,0,7484,Debt Consolidation,0
APP-20497,42,Female,80999,735,0.23,3.0,5,0,17463,Major Purchase,0
APP-20498,49,Female,56421,624,0.109,1.5,2,2,19766,Credit Card Refinance,0
APP-20499,34,Male,75941,821,0.326,2.6,4,0,9739,Major Purchase,0
APP-20500,48,Female,36592,749,0.443,5.9,6,0,12313,Major Purchase,1
APP-20501,25,Male,47150,704,0.33,9.4,12,2,16486,Small Business,1
APP-20502,67,Male,117836,667,0.43,2.2,4,0,24926,Credit Card Refinance,1
APP-20503,69,Male,48947,702,0.189,1.3,7,0,27106,Credit Card Refinance,0
APP-20504,50,Male,76448,568,0.23,4.9,7,0,17184,Home Improvement,1
APP-20505,66,Female,34905,805,0.165,12.7,9,3,20269,Home Improvement,1
APP-20506,25,Male,72679,743,0.364,1.0,8,0,16831,Major Purchase,0
APP-20507,32,Male,36246,765,0.282,8.1,9,0,27746,Debt Consolidation,0
APP-20508,36,Female,18000,671,0.277,3.2,4,0,31332,Home Improvement,1
APP-20509,46,Male,48816,646,0.4,8.0,5,0,24493,Home Improvement,0
APP-20510,46,Female,37847,626,0.263,3.5,12,0,21484,Major Purchase,0
APP-20511,68,Female,20057,722,0.45,2.4,5,0,21539,Credit Card Refinance,1
APP-20512,41,Male,54465,636,0.348,6.0,9,0,19062,Home Improvement,0
APP-20513,59,Male,29988,657,0.276,11.5,7,2,11907,Debt Consolidation,1
APP-20514,56,Male,250000,705,0.134,1.9,9,2,13743,Major Purchase,1
APP-20515,53,Male,21906,627,0.4,3.1,5,0,20015,Credit Card Refinance,1
APP-20516,50,Male,25156,737,0.354,1.3,4,0,13936,Small Business,0
APP-20517,57,Female,79082,668,0.36,1.0,8,0,7171,Debt Consolidation,1
APP-20518,43,Female,45562,571,0.364,7.5,5,0,16391,Credit Card Refinance,1
APP-20519,30,Male,78202,626,0.257,1.1,7,1,5136,Major Purchase,1
APP-20520,25,Female,60428,755,0.302,7.9,14,0,33220,Small Business,0
APP-20521,56,Female,35586,609,0.265,2.8,8,0,13468,Debt Consolidation,1
APP-20522,54,Female,22959,728,0.47,26.5,9,0,17773,Home Improvement,1
APP-20523,51,Female,88353,677,0.287,1.1,8,0,27543,Home Improvement,0
APP-20524,30,Female,24133,658,0.246,0.5,13,0,37708,Debt Consolidation,1
APP-20525,39,Male,66662,833,0.478,0.4,6,0,16459,Home Improvement,0
APP-20526,52,Male,81263,586,0.465,9.0,7,0,11640,Major Purchase,1
APP-20527,21,Female,45715,621,0.348,2.9,7,0,23162,Debt Consolidation,1
APP-20528,25,Male,41469,668,0.304,0.0,4,3,17669,Debt Consolidation,1
APP-20529,65,Female,28536,827,0.274,10.4,5,1,16885,Home Improvement,0
APP-20530,24,Female,63228,668,0.315,10.5,15,0,19533,Debt Consolidation,0
APP-20531,36,Male,18000,687,0.215,8.2,5,0,21519,Small Business,0
APP-20532,44,Male,72667,648,0.378,1.4,7,0,34175,Debt Consolidation,1
APP-20533,36,Male,52350,693,0.518,2.3,10,0,7286,Home Improvement,0
APP-20534,22,Female,43366,652,0.388,6.8,15,0,33465,Home Improvement,1
APP-20535,69,Male,56008,715,0.188,3.4,9,0,16258,Home Improvement,0
APP-20536,48,Male,23029,720,0.375,0.8,9,0,25172,Home Improvement,0
APP-20537,52,Male,18000,654,0.343,1.4,6,0,19214,Major Purchase,1
APP-20538,47,Male,63431,596,0.374,18.0,4,3,18178,Home Improvement,1
APP-20539,40,Male,101123,676,0.222,0.8,10,0,19559,Small Business,1
APP-20540,44,Male,18832,761,0.32,6.5,7,0,11657,Debt Consolidation,1
APP-20541,32,Female,27477,616,0.426,3.3,5,0,30836,Credit Card Refinance,1
APP-20542,70,Male,74145,691,0.192,6.9,7,0,22502,Credit Card Refinance,0
APP-20543,55,Male,59718,591,0.266,5.4,8,0,21072,Major Purchase,1
APP-20544,53,Male,250000,602,0.285,2.9,5,0,15524,Credit Card Refinance,0
APP-20545,53,Male,88575,754,0.44,2.2,3,0,6923,Home Improvement,0
APP-20546,71,Female,77612,714,0.458,7.0,7,0,23443,Credit Card Refinance,0
APP-20547,63,Female,32206,692,0.09,2.0,8,1,23907,Small Business,1
APP-20548,57,Male,65423,519,0.44,7.8,5,0,22757,Home Improvement,1
APP-20549,32,Female,111577,634,0.461,5.7,13,1,18731,Credit Card Refinance,1
APP-20550,23,Male,44783,709,0.454,4.3,7,0,16218,Home Improvement,0
APP-20551,21,Male,45960,575,0.256,2.3,9,1,27891,Major Purchase,1
APP-20552,53,Female,52983,646,0.292,1.1,9,0,21776,Small Business,1
APP-20553,60,Female,34013,719,0.132,6.2,11,0,20258,Debt Consolidation,0
APP-20554,30,Female,56836,571,0.069,0.5,6,0,6288,Home Improvement,1
APP-20555,63,Male,56060,560,0.277,17.6,9,0,3335,Small Business,1
APP-20556,64,Female,110635,572,0.329,19.3,9,0,36597,Major Purchase,1
APP-20557,49,Male,44171,691,0.341,0.7,5,0,24622,Major Purchase,1
APP-20558,33,Male,71047,633,0.419,0.5,2,0,28373,Small Business,0
APP-20559,32,Female,44902,727,0.65,2.7,7,0,5048,Credit Card Refinance,1
APP-20560,51,Male,69693,677,0.272,16.6,10,0,25944,Small Business,1
APP-20561,66,Female,42721,792,0.193,2.6,8,0,15727,Credit Card Refinance,0
APP-20562,22,Female,67198,589,0.386,2.3,7,2,18891,Credit Card Refinance,1
APP-20563,71,Male,73169,691,0.347,6.1,7,1,22322,Small Business,0
APP-20564,70,Male,27264,618,0.251,1.0,4,0,19439,Major Purchase,0
APP-20565,55,Female,89886,709,0.429,2.3,11,1,19392,Debt Consolidation,0
APP-20566,43,Male,44731,677,0.223,1.7,7,0,10946,Debt Consolidation,1
APP-20567,37,Female,37858,605,0.305,4.6,11,0,22895,Small Business,1
APP-20568,46,Female,33173,659,0.311,0.9,7,1,10870,Home Improvement,1
APP-20569,28,Male,57757,674,0.206,4.0,3,0,11396,Small Business,1
APP-20570,49,Female,48896,631,0.115,9.7,8,1,18829,Debt Consolidation,1
APP-20571,46,Female,60110,717,0.346,3.6,7,2,7908,Small Business,1
APP-20572,30,Male,60756,602,0.484,5.8,7,2,27404,Major Purchase,1
APP-20573,46,Female,68509,805,0.435,0.4,6,0,27449,Debt Consolidation,1
APP-20574,54,Male,225698,731,0.443,3.0,5,3,14596,Debt Consolidation,0
APP-20575,71,Female,50102,692,0.224,0.5,8,0,15993,Debt Consolidation,0
APP-20576,61,Female,32727,850,0.346,4.6,7,0,18284,Major Purchase,0
APP-20577,27,Male,18000,649,0.149,1.6,3,0,2256,Debt Consolidation,1
APP-20578,24,Male,25401,709,0.34,1.7,4,2,6227,Home Improvement,1
APP-20579,70,Female,96707,684,0.487,0.4,9,0,23770,Debt Consolidation,1
APP-20580,65,Male,72835,721,0.49,1.9,8,2,21117,Small Business,1
APP-20581,31,Female,23330,767,0.564,3.5,6,3,15108,Home Improvement,1
APP-20582,49,Male,190102,705,0.439,4.4,2,1,14504,Credit Card Refinance,0
APP-20583,56,Female,58672,737,0.377,0.3,4,0,23685,Debt Consolidation,0
APP-20584,45,Female,63144,634,0.425,5.3,3,1,2934,Credit Card Refinance,1
APP-20585,41,Female,168438,656,0.402,3.4,9,0,33049,Credit Card Refinance,1
APP-20586,56,Male,127605,776,0.223,3.8,7,0,25375,Major Purchase,0
APP-20587,30,Female,75329,708,0.138,8.9,3,3,14804,Small Business,0
APP-20588,57,Female,77347,686,0.426,2.1,5,0,21055,Small Business,0
APP-20589,29,Male,81432,621,0.571,1.0,11,0,29039,Credit Card Refinance,1
APP-20590,44,Male,42936,732,0.431,4.0,14,0,9620,Major Purchase,0
APP-20591,55,Male,57396,619,0.093,14.5,7,0,28272,Home Improvement,1
APP-20592,69,Female,67230,600,0.258,3.6,6,0,17884,Debt Consolidation,1
APP-20593,55,Female,45719,677,0.296,8.9,7,2,23452,Home Improvement,1
APP-20594,68,Male,28825,513,0.097,7.1,13,3,25013,Debt Consolidation,1
APP-20595,56,Female,42345,709,0.155,3.7,5,0,19332,Credit Card Refinance,0
APP-20596,38,Male,28470,694,0.316,5.2,7,0,26746,Major Purchase,1
APP-20597,69,Male,50787,647,0.351,2.6,6,0,14607,Major Purchase,1
APP-20598,59,Female,18411,652,0.202,3.8,7,0,17813,Small Business,0
APP-20599,52,Female,59134,662,0.149,3.5,11,2,11831,Small Business,0
APP-20600,44,Male,19986,618,0.463,6.2,6,0,12473,Home Improvement,1
APP-20601,43,Male,39265,681,0.274,2.6,7,0,19528,Small Business,1
APP-20602,52,Female,64683,653,0.291,0.5,7,1,24797,Debt Consolidation,1
APP-20603,57,Male,75745,677,0.254,7.8,8,0,7703,Major Purchase,1
APP-20604,32,Male,70954,659,0.227,5.8,3,0,21140,Major Purchase,1
APP-20605,69,Male,58445,647,0.476,15.0,11,1,27386,Credit Card Refinance,1
APP-20606,33,Female,26486,688,0.214,2.8,7,0,28554,Credit Card Refinance,1
APP-20607,43,Female,84064,720,0.342,0.4,9,1,17080,Home Improvement,1
APP-20608,45,Male,26822,635,0.321,0.6,5,0,9574,Credit Card Refinance,1
APP-20609,55,Female,89502,695,0.086,7.4,6,0,23353,Debt Consolidation,0
APP-20610,61,Female,69233,703,0.349,0.4,6,0,21551,Small Business,1
APP-20611,50,Male,103507,586,0.135,11.9,6,0,17990,Small Business,1
APP-20612,37,Female,49695,733,0.396,1.7,8,0,15713,Home Improvement,1
APP-20613,69,Female,31247,803,0.178,11.5,8,0,20693,Small Business,0
APP-20614,40,Male,24077,664,0.383,7.4,3,0,21364,Major Purchase,1
APP-20615,68,Male,25594,658,0.268,10.2,7,0,14719,Small Business,0
APP-20616,45,Female,19925,656,0.239,1.2,7,0,16256,Credit Card Refinance,1
APP-20617,42,Female,82297,710,0.345,4.5,9,0,6878,Major Purchase,0
APP-20618,33,Female,88175,703,0.143,0.5,13,0,20465,Credit Card Refinance,1
APP-20619,39,Male,66471,566,0.312,1.1,4,0,21316,Credit Card Refinance,1
APP-20620,69,Female,48138,613,0.414,1.9,6,0,8164,Home Improvement,1
APP-20621,56,Male,152287,702,0.445,6.8,9,1,17150,Home Improvement,0
APP-20622,32,Male,46444,660,0.264,0.1,7,0,13810,Major Purchase,1
APP-20623,61,Female,55354,594,0.282,11.7,8,0,27128,Small Business,1
APP-20624,39,Male,47747,767,0.141,0.4,6,0,7861,Debt Consolidation,0
APP-20625,32,Male,40697,618,0.23,2.4,9,0,26957,Small Business,0
APP-20626,29,Male,69357,672,0.133,0.4,7,0,28174,Major Purchase,0
APP-20627,27,Male,34598,658,0.373,7.3,7,1,2000,Debt Consolidation,1
APP-20628,48,Male,33345,599,0.421,0.8,5,0,23136,Credit Card Refinance,1
APP-20629,34,Female,71311,682,0.265,10.8,7,0,22053,Credit Card Refinance,0
APP-20630,51,Male,37283,695,0.193,3.8,7,0,5817,Debt Consolidation,0
APP-20631,39,Female,52755,639,0.357,14.8,7,0,15423,Credit Card Refinance,0
APP-20632,67,Female,40630,648,0.216,1.7,12,0,14518,Small Business,0
APP-20633,36,Female,48710,709,0.401,3.0,1,0,10428,Home Improvement,0
APP-20634,25,Male,33849,541,0.552,5.9,6,0,12904,Small Business,1
APP-20635,55,Female,34464,615,0.214,8.9,4,0,24803,Credit Card Refinance,1
APP-20636,32,Female,31230,683,0.231,2.7,4,0,18674,Home Improvement,0
APP-20637,45,Female,77950,635,0.145,11.1,9,0,13250,Small Business,1
APP-20638,41,Female,53881,634,0.338,0.6,11,2,8815,Credit Card Refinance,1
APP-20639,56,Female,81243,728,0.329,6.2,9,0,24725,Small Business,0
APP-20640,43,Male,86160,628,0.288,2.1,8,0,31548,Credit Card Refinance,0
APP-20641,36,Female,38064,798,0.322,0.5,3,0,16249,Major Purchase,0
APP-20642,59,Female,79608,555,0.195,2.4,5,0,17267,Debt Consolidation,1
APP-20643,65,Female,48641,526,0.12,10.6,7,0,38425,Credit Card Refinance,1
APP-20644,62,Female,44924,727,0.229,19.7,10,0,24710,Small Business,0
APP-20645,59,Male,97616,606,0.09,2.5,4,0,26822,Credit Card Refinance,1
APP-20646,34,Female,66474,607,0.214,10.9,4,1,13409,Credit Card Refinance,1
APP-20647,51,Male,40383,734,0.357,3.6,5,0,11230,Small Business,0
APP-20648,25,Male,64140,637,0.327,6.3,8,0,28293,Small Business,1
APP-20649,55,Male,24437,729,0.107,0.2,10,0,21657,Home Improvement,0
APP-20650,43,Male,56163,630,0.446,4.1,10,0,19534,Credit Card Refinance,0
APP-20651,49,Female,21487,693,0.297,0.4,10,2,21344,Major Purchase,1
APP-20652,63,Male,28526,636,0.164,1.6,5,0,31798,Debt Consolidation,1
